topic,avg_5w_len,avg_cos_sim,avg_conf_treshold,avg_keywords,top_file,top_file_count
Colonial Exploitation & Economic Inequality,340.1717791411043,0.00792337234397312,0.7509408,8.570552147239264,jaarverslag-beheer-staatsdeelnemingen-2014.32.txt,2
Dehumanization & Scientific Racism,340.1048484848485,0.0032085908681839933,0.7521748,2.516969696969697,324494die-bijlage.1.txt,3
Everyday Racism & Modern Racial Inequality,313.5207509881423,0.004218249081621362,0.747936,4.106719367588933,blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.2.txt,2
"Remembrance, Heritage & Education",320.60477453580904,0.00715196969473656,0.71021736,7.946949602122016,nota-naar-aanleiding-van-het-verslag-rond-erfgoedwet.40.txt,2
Reparations & Justice,335.6061433447099,0.003931949332891296,0.77051246,3.2812286689419796,nota-naar-aanleiding-van-het-verslag-inzake-wet-electriciteit-en-drinkwater-bes.18.txt,3
