topic,avg_5w_len,avg_cos_sim,avg_conf_treshold,avg_keywords,top_file,top_file_count
"Colonial Exploitation, Slavery & Economic Inequality",180.304,0.0903264553828503,0.89092857,15.572,Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.111.txt,1
Reparations and Remembrance,135.16666666666666,0.06006440673694441,0.7119301,7.702898550724638,Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.10.txt,1
Modern & Everyday Racism,197.7486338797814,0.13652904276614822,0.9417346,18.80327868852459,Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.188.txt,1
