topic,avg_5w_len,avg_cos_sim,avg_conf_treshold,avg_keywords,top_file,top_file_count
"Colonial Exploitation, Slavery & Economic Inequality",180.8326848249027,0.09149342275016827,0.8599824,15.680933852140077,Jouwe e.a. - Slavernij en de stad Utrecht.279.txt,1
Reparations and Remembrance,132.58156028368793,0.05886380092876714,0.71132517,7.546099290780142,ketenen van het verleden.2.txt,1
Modern & Everyday Racism,194.16201117318437,0.13208857851887448,0.9348586,18.24581005586592,Voortgangsrapportage+-+Ervaringen+en+lessen+om+discriminatie+in+publieke+dienstverlening+te+voorkomen+en+te+bestrijden.2.txt,1
