prob__burgerrechten,prob__gezondheidszorg,prob__arbeid,prob__onderwijs,prob__milieu,prob__immigratie,prob__criminaliteit,prob__sociale_zaken,prob__huisvesting,prob__buitenlandse_zaken,prob__ruimtelijke_ordening,prob__Cultuur_en_sport,prob__Ramp_ongeval
0.3220766,0.16592252,0.38209337,0.07152598,0.060283754,0.06688428,0.15531254,0.9792307,0.08011104,0.1773367,0.051856205,0.08944062,0.040024523
0.1333812,0.13097367,0.5788484,0.107329704,0.07303581,0.13214295,0.1223119,0.9801098,0.12486591,0.13848126,0.06995958,0.04632071,0.045072854
0.12667744,0.20002167,0.9644804,0.13714455,0.13089716,0.09031076,0.0762127,0.89338577,0.07931855,0.0638109,0.06658702,0.051806312,0.03398582
0.29780442,0.51541597,0.13391177,0.049863398,0.08509379,0.05125618,0.15706651,0.1300466,0.06255115,0.05545042,0.044682417,0.06082476,0.0109243
0.12694305,0.27864328,0.8993799,0.09307487,0.92322195,0.054582223,0.054491743,0.65137327,0.09004262,0.07260485,0.08768146,0.06624232,0.02840079
0.5942276,0.68099356,0.13754882,0.036657855,0.085549936,0.028269228,0.1781039,0.13632984,0.046484146,0.09224151,0.03227285,0.048504673,0.02161503
0.7236251,0.61606693,0.13294585,0.03965763,0.13807261,0.03494999,0.18113622,0.12340346,0.07876464,0.065501906,0.033683542,0.039219026,0.017544799
0.63674325,0.6249069,0.14822446,0.06791463,0.037974164,0.03516204,0.3271627,0.24916609,0.045626912,0.07631888,0.031940673,0.029611753,0.02075177
0.76375484,0.5865791,0.32427302,0.04757158,0.081875205,0.021826072,0.19415115,0.29558864,0.031699885,0.12992705,0.04139507,0.047993276,0.022513192
0.60559875,0.5505553,0.07185891,0.03248768,0.1512571,0.048905022,0.31163564,0.11463769,0.05668248,0.12965077,0.03424537,0.04726211,0.01881846
0.7387464,0.7175281,0.43521667,0.040200163,0.06059138,0.020352717,0.2543879,0.18840386,0.040182617,0.11027829,0.041084513,0.03739339,0.022063084
0.5009304,0.55918914,0.18575358,0.08888345,0.053980622,0.031202426,0.14096922,0.23591416,0.88167936,0.13206989,0.04240386,0.11183849,0.03978421
0.5861097,0.80161864,0.2026705,0.051681265,0.044166118,0.02656387,0.26629555,0.18490046,0.051508754,0.06177119,0.03840451,0.029653521,0.032673057
0.5179936,0.65776443,0.2162709,0.0558981,0.053936392,0.022969974,0.18021701,0.13209073,0.041870706,0.0763937,0.025838293,0.044257943,0.023292663
0.6356916,0.5931978,0.102607995,0.06749145,0.02950468,0.02915975,0.3403118,0.10786556,0.047396593,0.11663717,0.038742565,0.07764671,0.020824462
0.14772674,0.24884745,0.7890192,0.068091206,0.07330443,0.10305096,0.13356936,0.9729637,0.066443555,0.06923927,0.049559094,0.035808895,0.038430125
0.4922156,0.33469397,0.3428874,0.10024561,0.07808167,0.08573148,0.096037425,0.9825926,0.0801445,0.07317284,0.043351587,0.08662295,0.049740374
0.32733333,0.67794687,0.79215246,0.04975109,0.16915041,0.053278267,0.105976015,0.80834156,0.028436586,0.04236365,0.032944676,0.030389406,0.033986647
0.2787908,0.27953818,0.8849289,0.08746266,0.054928623,0.10032197,0.11278092,0.96765983,0.06288068,0.04531818,0.049624857,0.046533424,0.046042576
0.33827445,0.46010455,0.95702356,0.08023521,0.08602428,0.07523192,0.094910085,0.8535459,0.07029597,0.043117348,0.054498337,0.042566575,0.047630444
0.4687756,0.5793865,0.18932042,0.052689523,0.062527776,0.041297294,0.15578252,0.30376834,0.8865683,0.088560835,0.05410753,0.04192108,0.033358943
0.1716391,0.23522481,0.954309,0.17894202,0.19407852,0.0806299,0.09494841,0.28881615,0.06664812,0.06544752,0.06548107,0.067933746,0.021226548
0.34550804,0.8879517,0.1376966,0.15447193,0.059555374,0.04196661,0.12752956,0.07829432,0.059004597,0.07170798,0.038214967,0.060035855,0.043357037
0.21871574,0.408226,0.9672313,0.15913317,0.1471568,0.07399372,0.1267447,0.25718698,0.052400053,0.052681766,0.06780664,0.049986877,0.028849429
0.39830965,0.7941023,0.18623298,0.088833146,0.051268846,0.028311951,0.2309557,0.18780847,0.0798882,0.079538666,0.027109321,0.032741692,0.025388548
0.22345878,0.8981934,0.120422706,0.34495088,0.029803175,0.08571795,0.28573996,0.06213643,0.10032736,0.08505938,0.042545497,0.047397412,0.082915634
0.1383255,0.23819798,0.93897074,0.15433343,0.5261787,0.07635797,0.07729408,0.22023025,0.07997815,0.06165416,0.07120632,0.053170502,0.019312548
0.15816645,0.2592396,0.9120224,0.10269887,0.9455842,0.08737829,0.07484836,0.32580364,0.08728744,0.07347495,0.07891802,0.06966294,0.02869361
