chunk_id,dominant_topic,dominant_score,score_margin,confidence_level
f2e5f4e4:00001,Historical Slavery,0.3947794651036282,0.0644502928570067,high
f2e5f4e4:00002,Historical Slavery,0.3517545924062184,0.089210650132705,high
f2e5f4e4:00003,Colonialism,0.4433630428964815,0.0860476916029027,high
f2e5f4e4:00004,Colonialism,0.5611839861424084,0.1230805115663833,high
e901a1fa:00004,Colonialism,0.470274057674184,0.0561025746058802,high
6c828483:00000,Colonialism,0.5001815615766504,0.0744071963837856,high
6c828483:00002,Colonialism,0.3684635373918029,0.0643444120140661,high
6c828483:00003,Colonialism,0.517509077424371,0.0926396954168699,high
6c828483:00005,Historical Slavery,0.3877696540092066,0.0598912050039293,high
0817b8e7:00000,Historical Slavery,0.5671809711349587,0.0884276798112956,high
0817b8e7:00003,Historical Slavery,0.4698383517101227,0.0643281699271666,high
22a99499:00003,Historical Slavery,0.5098203097500925,0.0614088864727466,high
22a99499:00004,Historical Slavery,0.3754986982654231,0.0603297299404962,high
f36b9966:00000,Historical Slavery,0.486616123269366,0.070891800697195,high
f36b9966:00002,Colonialism,0.423855062472317,0.0532434064291319,high
f36b9966:00003,Historical Slavery,0.4032771413301202,0.0575702451290673,high
24830899:00002,Historical Slavery,0.4015648608984511,0.0916419452659041,high
e5ec6837:00001,Historical Slavery,0.3663011489425586,0.0670368135903001,high
03240782:00000,Historical Slavery,0.4618979618013065,0.066797169346038,high
ecd51d0e:00000,Historical Slavery,0.4168560804020558,0.0526397091519615,high
130d45c7:00000,Historical Slavery,0.4887992183461594,0.0697232932528816,high
130d45c7:00001,Historical Slavery,0.4960353166375842,0.1628289226927416,high
3bd26019:00000,Historical Slavery,0.463791851758281,0.0910567345540508,high
915b3027:00000,Historical Slavery,0.478929414267972,0.1079022123255467,high
fe4c13d1:00000,Historical Slavery,0.4552005232603006,0.139896094352247,high
fbdfce80:00000,Historical Slavery,0.5783992804686994,0.1118777798902012,high
639762d6:00000,Historical Slavery,0.4684291227454772,0.0893886463764981,high
9e05e553:00000,Historical Slavery,0.502499589523916,0.060840497667947,high
b108fea7:00000,Historical Slavery,0.442597151293566,0.0896270461242271,high
0f81d120:00000,Historical Slavery,0.4749497760678857,0.0834321426307722,high
452064fa:00000,Historical Slavery,0.4822922713001347,0.0600830276488461,high
a8514cfa:00001,Historical Slavery,0.4839927516903504,0.0738026360477128,high
ce7c10c4:00000,Colonialism,0.5378124388668692,0.0736582682728834,high
ce117bca:00000,Historical Slavery,0.4817500885783337,0.0712700391453119,high
e52bfdfb:00000,Colonialism,0.4965773406655624,0.0644182561540813,high
30f0a56f:00001,Modern Racism & Inequality,0.4591022061508993,0.0728991875077704,high
ef465085:00000,Historical Slavery,0.4348518580340859,0.0675412651105649,high
ef465085:00001,Historical Slavery,0.4562379263601864,0.0535133708126365,high
a7d12d46:00000,Historical Slavery,0.4588368930538501,0.0682716819676657,high
a7d12d46:00001,Modern Racism & Inequality,0.3947961451870388,0.0571694151262086,high
bc3b2b3d:00000,Historical Slavery,0.4426113508360146,0.0896183011350368,high
0ad0adeb:00000,Historical Slavery,0.4515248275619403,0.0661884233846182,high
1bce0be6:00000,Historical Slavery,0.4503620486632933,0.1022538906844367,high
1bce0be6:00001,Historical Slavery,0.5231463930036153,0.1607322914625737,high
269b9928:00000,Historical Slavery,0.4289943416924123,0.0574725317485812,high
9a34b307:00000,Historical Slavery,0.402838269984292,0.0800406004180503,high
d5e75b76:00000,Historical Slavery,0.4208667051820621,0.1179907076509638,high
b8907374:00000,Historical Slavery,0.5477575752528383,0.1534232005575624,high
b8907374:00001,Historical Slavery,0.4932779172466306,0.1088588734837938,high
e31e338c:00000,Historical Slavery,0.4528634235284406,0.1257289545351507,high
f297ce65:00001,Colonialism,0.4361516948224763,0.0908145496749286,high
71e8b0b6:00001,Colonialism,0.3608572868642954,0.1116825886675002,high
f254b85c:00001,Historical Slavery,0.3570358472279893,0.0623430723513666,high
dde9659b:00000,Historical Slavery,0.5215306411176878,0.1025080443989778,high
1f83596e:00000,Historical Slavery,0.4595272254850897,0.1018273210655629,high
d4527112:00000,Historical Slavery,0.5229758669105645,0.1728501561440311,high
d4527112:00001,Historical Slavery,0.4901902374897323,0.0728061553869728,high
356db256:00000,Historical Slavery,0.3883346099817197,0.0567050512985974,high
356db256:00001,Historical Slavery,0.436632350354811,0.0884919629683526,high
50c9f833:00000,Historical Slavery,0.4426103518688157,0.0646133646343064,high
