topic,term,cosine,df
Modern Racism & Inequality,zwart,0.5637,79
Modern Racism & Inequality,steden,0.5626,70
Modern Racism & Inequality,samenstelling,0.5626,12
Modern Racism & Inequality,fascisme,0.5625,5
Modern Racism & Inequality,beschouwd,0.5623,48
Modern Racism & Inequality,vereenigen,0.5616,13
Modern Racism & Inequality,veronderstellen,0.5603,9
Modern Racism & Inequality,verdeling,0.5601,6
Modern Racism & Inequality,discrimination,0.5592,14
Modern Racism & Inequality,arbeidsdwang,0.559,5
Modern Racism & Inequality,district,0.5588,16
Modern Racism & Inequality,verspreid,0.5576,6
Modern Racism & Inequality,voorkwam,0.5566,9
Modern Racism & Inequality,bewezen,0.5566,8
Modern Racism & Inequality,basisonderwijs,0.5562,9
Modern Racism & Inequality,opbouwen,0.5555,7
Modern Racism & Inequality,overname,0.5551,5
Modern Racism & Inequality,profileren,0.5548,17
Modern Racism & Inequality,betoog,0.5548,10
Modern Racism & Inequality,omgekeerd,0.5547,7
Modern Racism & Inequality,verkennend,0.5544,110
Modern Racism & Inequality,inventarisatie,0.5538,5
Modern Racism & Inequality,conclusie,0.5531,43
Modern Racism & Inequality,ongekende,0.553,10
Modern Racism & Inequality,voorgestelde,0.553,11
Modern Racism & Inequality,reproduceren,0.5527,5
Modern Racism & Inequality,objectieve,0.5525,5
Modern Racism & Inequality,overtuiging,0.5522,25
Modern Racism & Inequality,bewijs,0.5513,8
Modern Racism & Inequality,noord-brabant,0.5511,14
Modern Racism & Inequality,organization,0.5501,5
