prob__burgerrechten,prob__gezondheidszorg,prob__arbeid,prob__onderwijs,prob__milieu,prob__immigratie,prob__criminaliteit,prob__sociale_zaken,prob__huisvesting,prob__buitenlandse_zaken,prob__ruimtelijke_ordening,prob__Cultuur_en_sport,prob__Ramp_ongeval
0.84705263,0.7498472,0.14076607,0.042824738,0.064768866,0.04867953,0.17674121,0.14003205,0.044200122,0.13810255,0.06277553,0.07056613,0.029241364
0.6014258,0.47570658,0.3444442,0.03060066,0.061725225,0.11712338,0.3166454,0.94277483,0.048391573,0.31731206,0.054262806,0.0479895,0.07169521
0.7845733,0.7842408,0.22300856,0.035698235,0.060424376,0.04506531,0.38257006,0.16801068,0.05463631,0.09534747,0.04368822,0.042525493,0.06956341
0.5620544,0.64706725,0.18910436,0.02645978,0.09324289,0.025951896,0.28680307,0.23005395,0.04431855,0.19839172,0.04315706,0.03445293,0.043831777
0.95221937,0.7737878,0.15015636,0.062595606,0.08057069,0.07259573,0.34725302,0.14059356,0.057393108,0.17456403,0.0716716,0.093355775,0.04126569
0.89193344,0.6333521,0.07734807,0.04837594,0.047700316,0.04400001,0.30599663,0.20158395,0.07524788,0.1323231,0.07549953,0.06983887,0.029445812
0.28606966,0.33157593,0.07632074,0.031765785,0.56395346,0.03463634,0.7259121,0.37554723,0.0895253,0.35422376,0.087101206,0.05265517,0.60368705
0.4531994,0.95767385,0.23519611,0.15579543,0.34643352,0.04978,0.11732726,0.22176667,0.060450613,0.10986213,0.045854088,0.040061392,0.04240407
0.537571,0.638118,0.7955418,0.074858084,0.6370142,0.03357918,0.1296646,0.9460538,0.042445634,0.23682281,0.0885295,0.056326106,0.08377041
0.9169638,0.71538055,0.10388323,0.04640563,0.091696344,0.081920795,0.28406364,0.10979052,0.051974352,0.1425683,0.06784166,0.059220772,0.03933114
0.30526286,0.4577402,0.12414937,0.14044699,0.06480422,0.034043036,0.9106127,0.048989523,0.05519573,0.07237732,0.06739515,0.051332455,0.052164074
0.15445471,0.20005858,0.98303646,0.1373608,0.09948538,0.14324854,0.13493101,0.6865267,0.10873203,0.104047365,0.10074696,0.07545206,0.058288585
0.81542355,0.56548184,0.11379462,0.0376161,0.07877052,0.086548924,0.22194645,0.21635126,0.03987299,0.78843206,0.052224934,0.056576557,0.02617233
0.44348273,0.47980395,0.05408556,0.051247004,0.15864241,0.04627263,0.110885374,0.11131184,0.057327103,0.13081674,0.04623381,0.0841455,0.018554438
0.8998318,0.45901793,0.063156255,0.04608166,0.06274901,0.056972817,0.34731776,0.15202692,0.056171898,0.3174239,0.08814013,0.15511194,0.026585145
0.75240487,0.5548585,0.13393562,0.07393944,0.07834956,0.057044163,0.0986901,0.07666546,0.063779354,0.11058132,0.0470461,0.08808699,0.01681077
0.1847845,0.16915509,0.21716136,0.103566356,0.047434773,0.11727808,0.1850191,0.98179847,0.16946238,0.19574691,0.08819656,0.12170212,0.08971571
0.6173232,0.558951,0.19832471,0.086671844,0.1380973,0.052420255,0.13061431,0.96517396,0.08629843,0.101960026,0.06854093,0.06971692,0.046622526
0.3824585,0.43707457,0.29902464,0.08322179,0.24622343,0.054108433,0.1446791,0.9826843,0.06817885,0.15744573,0.086470924,0.08482853,0.07181579
0.26202634,0.2552673,0.08412419,0.04870964,0.9860243,0.11415895,0.07363974,0.097272865,0.072857484,0.13708659,0.16233566,0.068086244,0.05779868
0.42612758,0.6346135,0.12024179,0.14395829,0.11276983,0.062465224,0.06460541,0.13480563,0.060262717,0.08238157,0.02578017,0.053449657,0.01251129
0.60875034,0.5945807,0.061619785,0.09385762,0.20375195,0.074012086,0.7014819,0.060729574,0.054372516,0.12528764,0.038432352,0.17243733,0.036335744
0.14602436,0.16326812,0.42931214,0.067019604,0.077362314,0.06518816,0.101600155,0.88109386,0.16285446,0.04692482,0.064565994,0.08235272,0.033127647
0.21483515,0.31386667,0.6815837,0.045093995,0.06939031,0.15140961,0.20794117,0.97868824,0.07661221,0.10805145,0.07193367,0.057458278,0.11819357
0.37886304,0.28658548,0.13099395,0.030006375,0.9374263,0.056831125,0.08277145,0.12336824,0.06457311,0.06620894,0.07597972,0.06846497,0.031475335
0.5761986,0.4865837,0.20547603,0.1883069,0.042882785,0.12944119,0.086395316,0.54264516,0.07670601,0.063003436,0.033316962,0.047567237,0.025420189
0.45854843,0.31406584,0.8564993,0.1210212,0.07256251,0.10610394,0.09927817,0.97687244,0.11465379,0.048369203,0.05543073,0.097806945,0.066722415
0.71466947,0.5731425,0.074696384,0.078674175,0.12701899,0.050123055,0.7833403,0.120158926,0.04072493,0.08200287,0.036957387,0.13682786,0.04589894
0.7018771,0.62306184,0.11539807,0.021589015,0.708722,0.043731466,0.13011415,0.072783664,0.06738467,0.062526405,0.08384118,0.0514982,0.021173779
0.93369937,0.67453706,0.09461414,0.054869372,0.14686286,0.08147785,0.26826409,0.11067418,0.052116647,0.16703236,0.04803528,0.1509912,0.03299788
