term,term_freq,doc_freq
arbeidsmarktbeleid,39,22
bezwaarschriften,39,18
opname,39,33
publicaties,39,33
feitelijke,39,35
stelling,39,38
afwijkingen,39,33
vergelijkbaar,39,37
opschaling,39,33
handicap,39,31
zorgmedewerkers,39,24
studies,39,30
forse,39,38
maas,39,33
invasie,39,35
succes,39,35
agent,39,37
ang,39,10
verdienvermogen,39,37
klimaatfinanciering,39,15
afgelost,39,31
stonden,39,39
kantoor,39,27
beleidsprogramma,39,26
baarheid,39,39
uitzonderingsrapportage,39,34
zw,39,19
werkende,39,33
desalderingen,39,26
overhevelingen,39,30
cibg,39,30
premiegefinancierde,39,31
q4,39,28
risicovoorziening,39,29
appreciatie,39,35
ac,39,18
ictu,39,20
missiegedreven,39,24
seismologie,39,24
energievoorziening,39,25
onderzoeks,39,36
kostprijzen,39,27
aanvullingswet,39,20
schadeafhandeling,39,28
gebiedsgerichte,39,31
graus,39,32
vrachtwagenheffing,39,15
dierproeven,39,15
grondkamer,39,6
anderen,38,36
zichzelf,38,35
persoon,38,34
betekenis,38,31
meerwaarde,38,36
fractie,38,29
aanloop,38,38
voorlopig,38,37
vervolging,38,33
cofinanciering,38,33
bekostigde,38,22
moesten,38,35
uiteraard,38,38
kennisontwikkeling,38,35
bekostigd,38,37
niveaus,38,36
uiteindelijke,38,38
nood,38,32
selectie,38,35
laagdrempelige,38,30
jeugdhulp,38,23
bbl,38,22
compenseren,38,37
directoraat,38,30
toekomstbestendig,38,34
zogeheten,38,37
criterium,38,32
hoofd,38,36
vereenvoudiging,38,32
maatschap,38,35
werkomgeving,38,29
onrecht,38,34
onverminderd,38,37
varianten,38,30
ziekenhuizen,38,28
mondelinge,38,31
vergunningverlening,38,33
historische,38,26
toezichthouder,38,34
aangifte,38,26
domeinen,38,35
liquiditeitssteun,38,22
waterbeheer,38,26
nio,38,23
aandelen,38,26
garantieverplichting,38,28
10a,38,35
streefwaarden,38,34
bewindslieden,38,32
coronagerelateerde,38,25
invoerrechten,38,25
herschikking,38,28
onvolkomenheden,38,23
bewaking,38,26
gasopslag,38,24
gouverneurs,38,30
spuk,38,32
mvws,38,25
openbaarheidsparagraaf,38,33
koop,38,31
voormalige,38,31
immaterieel,38,38
kortlopend,38,36
gaswinning,38,25
kuiken,38,36
defensienota,38,32
meenen,38,35
ambtshalve,37,21
parijs,37,36
keren,37,34
fundamentele,37,34
uitsluitend,37,36
nauwe,37,37
garantieregeling,37,30
experimenteren,37,28
llo,37,22
overwegende,37,23
belgië,37,29
wensen,37,34
desbetreffende,37,36
eindejaarsmarge,37,29
schadevergoeding,37,28
zevende,37,29
rechtmatige,37,31
pm,37,13
beleidsterrein,37,37
vergelijkbare,37,36
jeugdcriminaliteit,37,25
initiatiefnota,37,34
toegankelijke,37,35
voegen,37,36
teken,37,37
krappe,37,34
stad,37,27
kant,37,31
gebrek,37,34
administratief,37,34
burgerlijk,37,27
terugwerkende,37,33
functioneert,37,37
fit,37,32
verschoven,37,34
onderwijskwaliteit,37,29
hogescholen,37,27
toelating,37,33
semi,37,31
mou,37,22
voorzitterschap,37,32
ondergebracht,37,35
betaalbare,37,33
imvo,37,23
sjoerdsma,37,32
terugbetaald,37,34
12a,37,36
werkelijke,37,35
bedroegen,37,33
transverschillen,37,29
kabinetten,37,29
az,37,29
justid,37,22
beleidsthema,37,27
extremisme,37,23
rijksinkoop,37,22
wob,37,26
elektrisch,37,26
leefbaarheid,37,31
aangiften,37,18
natura,37,27
ovv,37,26
kunstwerken,37,23
concessie,37,21
rcn,37,29
vergt,36,35
zorgvuldige,36,33
omgaan,36,35
geinformeerd,36,32
behandelen,36,36
permanente,36,34
uitbreiden,36,33
alternatief,36,33
afwegingen,36,30
opleiden,36,33
tezamen,36,35
herziene,36,32
achterstanden,36,31
schoolmaaltijden,36,12
significant,36,36
cruciaal,36,36
co,36,30
armoedebeleid,36,30
gelanceerd,36,35
beantwoord,36,31
binnenkort,36,34
stabiel,36,35
sg,36,28
grondwater,36,16
kaderrichtlijn,36,27
justitieel,36,31
leidde,36,33
aanscherping,36,34
uitvoerings,36,35
regelt,36,33
introductie,36,32
samenhangende,36,34
tellen,36,28
mevrouw,36,29
steeg,36,28
complexiteit,36,34
werkprocessen,36,31
verzekeraars,36,26
gewaardeerd,36,27
continu,36,34
facility,36,33
coördinerende,36,32
kleinbedrijf,36,34
ets,36,27
statushouders,36,24
aanslagen,36,24
informatiesystemen,36,30
jbr,36,28
personeelstekort,36,26
prognose,36,28
imf,36,31
zeggenschap,36,23
ixb,36,20
financiert,36,36
reisdocumenten,36,25
beheren,36,31
woon,36,32
applicaties,36,31
meetbare,36,34
artikelonderdelen,36,33
bromet,36,32
huurwoningen,36,24
begrotingsonderdeel,36,30
mezk,36,27
netwerkgebonden,36,21
wao,36,17
lzs,36,22
sportbeleid,36,8
overkoepelende,35,34
flexibel,35,30
bijeenkomsten,35,31
marine,35,24
ec,35,24
snelle,35,34
omvangrijke,35,34
innovatief,35,19
complex,35,35
samenwerkingsverband,35,31
bovengenoemde,35,34
werkenden,35,28
blijken,35,34
weerbaar,35,27
uitvoeringsagenda,35,32
percentages,35,30
trend,35,34
dassen,35,31
optie,35,28
gedacht,35,35
schoolbesturen,35,24
waaraan,35,35
zelfs,35,35
hoeft,35,31
frankrijk,35,30
mvo,35,26
verzekeringen,35,25
dekken,35,32
recent,35,33
adaptatie,35,25
onderzoeksrapport,35,31
opgelegd,35,31
beschrijving,35,31
vraagstuk,35,31
strien,35,33
ntb,35,11
afdoening,35,30
soort,35,34
samenhangend,35,34
orgaan,35,25
virus,35,27
verloopt,35,34
wegnemen,35,35
consument,35,31
onderhouden,35,32
bestuursakkoord,35,25
bekijken,35,29
arbeidsomstandigheden,35,31
suriname,35,24
topinkomens,35,31
benodigd,35,33
nagenoeg,35,33
onvoorziene,35,32
ontwikke,35,34
ouderdom,35,27
nul,35,32
eindevaluatie,35,25
high,35,32
committee,35,21
ciering,35,34
uitbetaling,35,32
nominaal,35,30
scope,35,29
opslag,35,30
omroepen,35,21
herverzekering,35,20
justis,35,24
regeerakkoord,35,33
lee,35,32
beloningen,35,31
isv,35,9
mijlpalen,35,26
sociaaleconomische,35,33
huurders,35,31
ruimtelijk,35,25
werner,35,30
rijkstaak,35,16
wijngaarden,35,30
projectoverzicht,35,32
afgehandelde,35,21
kamerstuknr,35,35
beleidsrelevante,35,33
opgedragen,34,22
verankerd,34,33
presentatie,34,31
tegelijk,34,30
overzichten,34,34
gemeenschappelijke,34,30
zolang,34,32
leiderschap,34,25
inhoudelijk,34,34
urgentie,34,34
moderne,34,32
uniforme,34,32
voortaan,34,34
cluster,34,27
tl,34,33
inkomens,34,30
oplossingsrichtingen,34,33
hervorming,34,32
concludeert,34,32
bestuursrechtspraak,34,26
stoppen,34,32
veranderende,34,34
zoek,34,20
kunde,34,33
ecologische,34,33
circulair,34,25
verzamelen,34,32
rechterlijke,34,27
invordering,34,24
beoogt,34,32
tenminste,34,32
geadresseerde,34,17
initiële,34,31
langdurig,34,30
institutionele,34,28
vergunning,34,27
bruggen,34,20
overgegaan,34,34
doeltreffend,34,32
ventilatie,34,26
practices,34,33
begrotingsproces,34,28
uitrol,34,32
ltp,34,19
kwamen,34,33
climate,34,25
infor,34,32
faciliteit,34,28
wereldwijde,34,33
contributie,34,29
landenprogramma,34,19
plaatsge,34,33
saties,34,34
14a,34,33
vermoedens,34,22
totaalstand,34,21
klimaatfonds,34,25
investeert,34,30
activi,34,33
mn,34,21
nidos,34,17
ipcei,34,22
glb,34,26
indexatie,34,26
dwangsommen,34,22
uithuisplaatsingen,34,13
compensatiefonds,34,30
bl,34,15
component,34,26
beveiligen,34,25
overlast,34,21
tozo,34,18
waterbeleid,34,26
lhbtiq,34,22
rbv,34,28
desinvesteringen,34,31
hyperlink,34,29
anw,34,14
ofwel,33,29
hoogste,33,31
omgang,33,29
voorop,33,33
minimumloon,33,28
denken,33,32
trust,33,28
parallel,33,31
buitenlands,33,23
hoofdzakelijk,33,30
paraatheid,33,24
verruiming,33,31
gevraagde,33,33
probleem,33,31
technieken,33,31
techniek,33,32
bestaand,33,32
havo,33,23
leerling,33,24
onderzoekt,33,32
verkend,33,32
kleiner,33,32
formuleren,33,31
afkomstig,33,31
test,33,22
mohandis,33,26
evaluatieonderzoek,33,27
vroeg,33,32
hoogwater,33,31
speerpunten,33,29
voorkoming,33,30
beleidsterreinen,33,33
allemaal,33,32
doorlopende,33,30
internationalisering,33,27
woording,33,31
afzonderlijk,33,32
ecli,33,17
heroverweging,33,21
opgetreden,33,33
arbeidsongeschiktheid,33,27
contacten,33,29
gelukt,33,32
ic,33,23
blijvend,33,31
winter,33,30
convenanten,33,28
reserves,33,29
tussenevaluatie,33,27
coronapandemie,33,31
eenzaamheid,33,14
ghor,33,22
aantrekken,33,30
force,33,28
logistieke,33,31
autoriteiten,33,32
kasuitgaven,33,27
programme,33,31
bedrijfsvoeringparagraaf,33,26
debet,33,25
derivaten,33,11
bcf,33,14
zonmw,33,26
cep,33,27
gasunie,33,24
warmte,33,26
schatkistbankieren,33,22
bedrijfsvoeringsbeleid,33,26
asielbeleid,33,17
rso,33,14
kathmann,33,27
routekaart,33,27
algoritmen,33,25
boucke,33,26
alkaya,33,28
vog,33,14
voedselverspilling,33,13
nabestaanden,33,31
toekenningen,33,16
waterkeringen,33,18
2021,33,29
sz,33,7
vertrouwelijk,32,23
geheim,32,26
eerlijke,32,27
gedragscode,32,25
stas,32,23
brussel,32,29
capaciteiten,32,28
experts,32,32
doorontwikkeld,32,32
ipo,32,29
voorbereiden,32,30
sterker,32,31
vwo,32,19
tijdvak,32,15
verminderd,32,30
preventieve,32,30
ri,32,13
st,32,23
schatting,32,24
totaalbedrag,32,28
automatisering,32,31
drinkwaterbedrijven,32,17
crises,32,29
gewaarborgd,32,32
strafvordering,32,19
staats,32,27
rijkscultuurfondsen,32,24
statistiek,32,31
sustainable,32,26
instellen,32,31
verlengde,32,21
substantieel,32,31
ongekend,32,28
uitspraken,32,28
beantwoorden,32,27
mails,32,19
overheidsinformatie,32,31
overheidsdienstverlening,32,25
zorginstellingen,32,31
fms,32,15
spreekt,32,28
inning,32,23
workshops,32,29
zware,32,24
kansspelen,32,16
office,32,24
ontvingen,32,27
ingehuurd,32,27
getekend,32,30
erkenning,32,27
intelligence,32,28
efficiënte,32,32
portefeuille,32,32
centre,32,28
middeninkomenslanden,32,28
lhbti,32,19
consumptie,32,26
partnership,32,31
investe,32,32
beleidsdoelstellingen,32,27
capital,32,22
5a,32,30
innovation,32,19
route,32,28
vennootschapsbelasting,32,21
betalingsverkeer,32,22
afhandelen,32,29
scheiden,32,19
coronavirus,32,29
macro,32,31
transitiefonds,32,24
staatsschuld,32,19
leveringen,32,27
fossiele,32,29
bergermeer,32,16
energietoeslag,32,21
kot,32,20
7e,32,14
afrondingen,32,31
digital,32,23
geopolitieke,32,27
staatscommissie,32,20
rijkskantoren,32,22
eindhoven,32,25
archivering,32,27
erkens,32,24
rom,32,15
voorzie,32,31
gerealloceerd,32,21
kerstreces,32,30
eerdmans,32,30
schuldsanering,32,25
brandweer,32,17
indieners,32,31
goederenvervoer,32,20
vervullen,31,31
ga,31,28
grensoverschrijdend,31,28
behoorlijk,31,21
west,31,27
uiteen,31,31
partnerlanden,31,28
aardgas,31,25
voortvloeiende,31,31
geacht,31,29
simons,31,29
uitvraag,31,23
sterkere,31,30
intensiveren,31,31
kanalen,31,26
beschouwd,31,28
risicoanalyse,31,24
allereerst,31,31
verzorgen,31,30
ingestemd,31,29
kb,31,22
voordeel,31,31
garanderen,31,31
gemeentelijk,31,23
vve,31,21
invullen,31,29
generale,31,31
rechtmatig,31,29
begeleiden,31,31
verstrekking,31,26
sturend,31,24
halt,31,21
rechtspleging,31,25
nctv,31,19
gewone,31,30
gelijkheid,31,21
beleidsinformatie,31,25
beslissingen,31,25
termijnen,31,28
momenten,31,30
rechtbank,31,21
aanvaarde,31,22
benadeling,31,23
bos,31,16
vertegenwoordiging,31,31
grondslagen,31,31
meldpunt,31,23
proactief,31,29
boete,31,30
terugvorderingen,31,28
lci,31,26
surveillance,31,19
biologische,31,20
uitbraak,31,28
vs,31,28
inspanning,31,30
actueel,31,31
continue,31,31
dagelijkse,31,30
werkdruk,31,27
unicef,31,24
verkleinen,31,30
steekproef,31,20
extreme,31,26
noordwest,31,25
initiative,31,29
app,31,25
green,31,26
ondersteunde,31,24
standen,31,25
malversatie,31,11
action,31,30
verhoudingen,31,29
terugbetaling,31,30
bedrijfsvoeringsonderwerpen,31,29
organi,31,30
oekraïners,31,21
zorgverzekeringswet,31,25
zorgverzekeraars,31,27
decentraal,31,27
elgf,31,11
trainees,31,15
saldi,31,22
uitgavenrealisatie,31,22
meteorologie,31,20
uitzendkrachten,31,22
stapsgewijs,31,31
departementaal,31,27
fsv,31,19
toezichtrelaties,31,31
kuzu,31,27
thijssen,31,24
garant,31,27
toepas,31,26
tz202209,31,11
windparken,31,19
constaterende,31,19
detectiekans,31,12
acbg,31,18
betrouwbaarheid,30,27
controleren,30,30
wilde,30,21
grenstoezicht,30,23
peildatum,30,22
mandaat,30,25
geconcludeerd,30,30
pandemische,30,21
uitvoerder,30,27
topsectoren,30,22
starters,30,25
ondersteunend,30,29
spreiding,30,22
wiskunde,30,16
haalbaar,30,30
talenten,30,21
kennisdeling,30,28
beleidsonderzoek,30,28
toegestaan,30,28
tevreden,30,25
websites,30,26
kuik,30,26
terugkoppeling,30,28
constateert,30,29
inzage,30,18
bijv,30,28
gronden,30,26
indeling,30,28
aantrekkelijk,30,30
ondernemer,30,25
design,30,23
stevige,30,29
lenen,30,25
thans,30,25
kwijtschelding,30,19
verzuim,30,23
tussenuitspraak,30,9
kadaster,30,23
steunen,30,30
indicatie,30,24
vloeien,30,28
voortvloeien,30,29
rood,30,16
geschikt,30,27
vermindering,30,26
afkortingen,30,28
gecombineerde,30,27
trends,30,28
opkomende,30,27
steden,30,25
mest,30,23
industriële,30,27
digitaliseren,30,28
normenkader,30,20
beleidsdoelen,30,29
reële,30,25
melders,30,22
dagelijks,30,28
united,30,26
commando,30,25
voortdurende,30,23
bereikte,30,30
groeiende,30,30
brexit,30,22
werkte,30,28
mp,30,14
ambitieuze,30,29
vielen,30,28
geo,30,16
onrechtmatige,30,25
stijgen,30,29
transactiebasis,30,21
stikstofreductie,30,22
kindgebonden,30,21
wkb,30,21
elfpo,30,10
kelijk,30,29
rijksbijdragen,30,22
bouwkwaliteit,30,26
leverancierskredieten,30,19
beheert,30,28
taxi,30,15
kabinetsbesluit,30,27
gevangeniswezen,30,20
chief,30,22
verklaarde,30,15
passieve,30,23
fmh,30,17
audits,30,26
moeder,30,25
verhuurders,30,21
dso,30,19
keringen,30,19
vaarwegen,30,24
heinen,30,24
uitoefening,29,25
grondrechten,29,25
verantwoordelijke,29,25
vergeleken,29,27
ontbreken,29,29
winst,29,26
vaccins,29,22
hoeven,29,29
toetsingskader,29,28
compliance,29,26
uitvoerbaar,29,26
reageren,29,29
geschetst,29,29
oefenen,29,27
forum,29,22
gaven,29,28
verschaffen,29,28
officiële,29,27
buurlanden,29,25
verzekering,29,26
gebruikte,29,29
actielijnen,29,26
gedetineerden,29,24
isolatie,29,24
lezen,29,23
bestuurs,29,23
auto,29,22
voorziene,29,28
kregen,29,29
kolom,29,25
eenvoudiger,29,29
gefinancierde,29,27
samenhangt,29,28
maastricht,29,27
effectiever,29,29
leidinggevenden,29,24
gecompenseerd,29,26
elders,29,28
zesde,29,26
beleidsnota,29,18
ontleend,29,27
geconfronteerd,29,28
baan,29,28
belegd,29,28
houdende,29,16
oudere,29,25
hanteert,29,29
vaccinaties,29,20
resulteert,29,29
gesubsidieerde,29,20
energieverbruik,29,20
ondernomen,29,27
bewezen,29,19
ppj,29,13
startende,29,26
assessment,29,27
functioneel,29,24
nations,29,26
tussentijds,29,26
iran,29,16
claims,29,20
tionale,29,29
beleidsbrief,29,26
iza,29,21
mali,29,21
13a,29,29
deelneming,29,18
finan,29,28
schouw,29,19
taakstelling,29,19
kasbasis,29,17
uitgezet,29,29
zorgaanbieders,29,20
premieontvangsten,29,20
begrotingsstaten,29,23
hermans,29,25
ukraine,29,22
nazorg,29,20
totaaloverzicht,29,24
eib,29,20
df,29,22
geestelijke,29,24
beleidsondersteuning,29,17
uitvoe,29,29
boswijk,29,26
regisserende,29,24
technologieën,29,24
wiv,29,16
ontstaansjaar,29,22
mijnbouwschade,29,18
investeringsruimte,29,19
luchtmacht,29,18
binnenvaart,29,19
to2,29,13
ellemeet,29,26
stikstofdebat,29,13
modaal,29,5
slachthuizen,29,12
tielen,29,26
benadelingsbedrag,29,17
indirect,28,22
benadrukt,28,28
kernpunten,28,28
ingezette,28,28
lichaam,28,23
community,28,26
instanties,28,26
contouren,28,27
destijds,28,27
apparatuur,28,24
permanent,28,26
precies,28,28
bent,28,25
dec,28,13
verbreden,28,26
el,28,25
bezoek,28,24
kruis,28,25
nadelen,28,26
ingeschreven,28,26
aangebracht,28,26
deeltijd,28,17
begrijpelijk,28,18
bovenop,28,28
mondeling,28,25
slachtoffer,28,25
strafrecht,28,25
bod,28,27
jvo,28,11
voorkeur,28,27
reflectie,28,25
verdachten,28,18
straffen,28,26
wrr,28,23
staande,28,28
aanhoudende,28,27
aanwijzingen,28,28
onderling,28,28
friese,28,20
internet,28,24
jurisprudentie,28,22
informeel,28,22
civiel,28,20
kijkt,28,24
eindrapportage,28,24
rechtstreeks,28,28
verankeren,28,28
werknemer,28,23
zenden,28,24
centra,28,25
rapporteert,28,25
beleidswijzigingen,28,23
natuurlijk,28,24
vk,28,17
vorming,28,26
a1,28,14
kansrijke,28,27
energiekosten,28,24
zakelijke,28,19
bewustzijn,28,28
opgevangen,28,26
curriculum,28,25
teams,28,26
maakte,28,28
nieuwkomers,28,18
lerarenopleidingen,28,19
geactualiseerde,28,27
gecreëerd,28,26
bovenwindse,28,23
aangaande,28,28
sporen,28,28
instabiliteit,28,24
asielopvang,28,20
services,28,28
oranje,28,17
african,28,16
aangekondigde,28,28
corporate,28,24
teerd,28,28
agrarisch,28,22
voorwaardelijke,28,25
luchtkwaliteit,28,18
vastleggen,28,27
gegroeid,28,27
koopkracht,28,22
kabinetsperiode,28,28
prijsontwikkeling,28,23
kasstelsel,28,25
huiselijk,28,15
stimuleringsregeling,28,26
tolken,28,22
woningbouwimpuls,28,21
levensduur,28,19
kenniscentrum,28,19
forensisch,28,20
binnenwerk,28,15
klant,28,23
ethiek,28,14
applicatie,28,23
brekelmans,28,23
bontenbal,28,28
piri,28,23
ambtsdragers,28,19
inventarissen,28,28
almere,28,19
publicatieplicht,28,17
wadden,28,18
landmacht,28,13
realisatieprogramma,28,21
big,28,14
emancipatiebeleid,28,12
oorlogsgetroffenen,28,15
rechtspositie,27,23
neer,27,27
def,27,23
gebouwd,27,23
zitting,27,25
document,27,21
comité,27,22
american,27,13
kwantitatief,27,25
splitsing,27,20
oosten,27,23
pijlers,27,25
duiding,27,26
legt,27,26
kost,27,27
gepaard,27,27
adviescommissie,27,21
optimale,27,27
technologische,27,26
vorderen,27,19
nihil,27,24
1b,27,18
navolging,27,26
makkelijker,27,26
vakken,27,18
gratis,27,24
preventief,27,24
ba,27,11
verbreed,27,27
opgedaan,27,27
gezinnen,27,26
bevindt,27,26
droogte,27,19
organisatorische,27,26
strijd,27,26
roept,27,26
afschaffing,27,24
diens,27,20
uitbrengen,27,23
burgemeester,27,22
proberen,27,26
behalve,27,26
wetgever,27,24
onderscheiden,27,27
weerbare,27,20
basisinfrastructuur,27,20
raakt,27,26
loonbijstelling,27,22
prijspeil,27,21
rest,27,26
delijk,27,27
instel,27,25
lichten,27,26
omschreven,27,25
voorspelbaar,27,25
bevestigd,27,25
handvatten,27,26
files,27,9
bestaanszekerheid,27,23
verwachtingen,27,25
inkomende,27,21
verbetert,27,26
communiceren,27,25
concern,27,19
migratieachtergrond,27,19
voortdurend,27,26
toepassingen,27,26
verankering,27,24
nieuwbouw,27,24
snelheid,27,26
bekende,27,27
verlof,27,18
jeugdwet,27,19
zodoende,27,27
beëindigen,27,27
ser,27,22
stijgt,27,27
leverancier,27,22
kalenderjaar,27,20
national,27,24
illegale,27,22
assistentie,27,26
vliegen,27,18
binnengekomen,27,24
afgebouwd,27,27
bevoorschotting,27,19
uitvoerders,27,25
strafrechtketen,27,22
life,27,24
15a,27,27
kasstromen,27,14
opeisbare,27,10
negen,27,27
aangepakt,27,27
veiligheids,27,27
woordelijk,27,27
procenten,27,15
peter,27,23
ziekteverzuim,27,19
afbouw,27,24
onderwijshuisvesting,27,22
coalitieakkoordmiddelen,27,22
aanbesteden,27,22
spannen,27,27
rijksorganisaties,27,19
kaderwet,27,20
zuidasdok,27,16
factuur,27,24
slavernijverleden,27,21
9a,27,26
corporaties,27,19
col,27,11
personeelskosten,27,21
versterkingsoperatie,27,17
adviseur,27,25
oud,27,21
officer,27,21
verwerven,27,23
jasper,27,22
onvolkomenheid,27,23
eindafrekening,27,25
licenties,27,23
plv,27,23
werf,27,24
wuite,27,24
bouwregelgeving,27,18
jbz,27,17
planuitwerking,27,20
taliban,27,7
realisatie1,27,27
tennet,27,16
dtc,27,8
landbouwakkoord,27,15
verzamel,27,17
pabo,27,11
waz,27,14
term,26,21
autonomie,26,23
bijeenkomst,26,24
landspakketten,26,21
groeien,26,25
grip,26,25
houdend,26,26
ver,26,26
tijdpad,26,22
teruggekomen,26,25
inval,26,25
vervult,26,26
versturen,26,26
cito,26,18
engels,26,19
regeldruk,26,23
opbouwen,26,25
getrokken,26,26
act,26,18
kat,26,22
hulpverlening,26,20
lumpsum,26,23
studiejaar,26,23
koste,26,25
actualiseren,26,26
contourennota,26,20
gecommuniceerd,26,25
kenbaar,26,22
prestatieafspraken,26,25
goals,26,20
inachtneming,26,25
generaties,26,25
ingaat,26,26
overheidsorganisaties,26,25
mediation,26,22
vijfde,26,23
onvoorzien,26,20
migranten,26,19
registreren,26,25
dierlijke,26,18
oplopende,26,23
afronden,26,26
novi,26,18
verbeterplan,26,19
signaleren,26,24
uitputting,26,24
shared,26,26
information,26,23
oefeningen,26,19
leverde,26,23
ondernemingsklimaat,26,19
donoren,26,21
neerwaarts,26,23
program,26,25
minusma,26,15
oeganda,26,20
portfolio,26,19
asian,26,16
ambassade,26,20
smart,26,23
boer,26,24
begrotingswet,26,21
agressie,26,22
gelen,26,24
overgemaakt,26,25
declaraties,26,24
rijksvastgoed,26,21
toereikend,26,26
griekenland,26,15
afhankelijkheden,26,22
aardobservatie,26,19
statelijke,26,17
helpdesk,26,17
traineeship,26,6
maximumuurtarief,26,15
11a,26,23
windenergie,26,16
risicovolle,26,22
rijkshuisvesting,26,17
dienstonderdelen,26,22
ref,26,11
ihh,26,13
hammelburg,26,17
onderzoeksprogramma,26,19
contractpartner,26,9
medezeggenschap,26,21
source,26,17
agentschapsdeel,26,26
dubieuze,26,19
energiearmoede,26,19
kasbeheerders,26,15
invoeringswet,26,21
commercieel,26,18
mit,26,16
aov,26,15
stations,26,19
t2000000009,26,25
basiswaarde,26,15
omgevingsveiligheid,26,21
waarschuwingen,26,22
voorjaarsreces,26,19
gewasbescherming,26,17
uitkeringslasten,26,21
afnemen,25,24
werkveld,25,24
organiseert,25,24
veldpartijen,25,23
beschrijven,25,21
principes,25,21
ongeacht,25,25
amerikaanse,25,18
hof,25,19
ontvangers,25,15
one,25,18
weergave,25,22
urgente,25,23
investeringsfonds,25,16
aansturing,25,24
gaf,25,25
fundament,25,25
geïntensiveerd,25,25
internetconsultatie,25,21
toekomstig,25,24
leerweg,25,19
sbb,25,15
bewijs,25,23
stage,25,23
beginnen,25,25
riec,25,13
bekendheid,25,23
opleggen,25,23
opgelegde,25,21
kunst,25,20
blijvende,25,24
stevig,25,25
verliezen,25,22
eenduidige,25,23
liep,25,23
vanzelfsprekend,25,25
bezwaarschrift,25,16
invoeren,25,23
mission,25,19
verstaan,25,21
eenduidig,25,24
inkomensafhankelijke,25,21
betaalt,25,23
efficiënter,25,25
namen,25,25
stemlokaal,25,14
onregelmatigheden,25,19
verbaal,25,14
telt,25,21
kvk,25,19
jvd,25,25
aanvankelijk,25,24
geschikte,25,23
studentenwelzijn,25,20
komend,25,22
dubbele,25,23
interbestuurlijk,25,24
igp,25,17
amerika,25,20
vaartuigen,25,15
irreguliere,25,23
drugs,25,21
safety,25,20
toestemming,25,21
akkoorden,25,16
dienstver,25,25
sanctiebeleid,25,25
pleiten,25,22
vernieuwd,25,24
oordeelsvorming,25,25
opeisbaarheid,25,17
onderneming,25,19
afgewikkeld,25,22
bh,25,13
loonkosten,25,18
miljarden,25,21
rijksfinancien,25,24
deelplafond,25,18
jecten,25,25
horizontale,25,12
tool,25,20
afhankelijkheid,25,24
brandstoffen,25,22
set,25,24
aankomende,25,25
lng,25,16
datacenters,25,13
garantiefonds,25,22
arbeidsmigranten,25,17
schadefonds,25,15
facilitaire,25,22
inrichtingen,25,23
toeslagjaar,25,10
factureren,25,21
rijksrederij,25,17
geling,25,25
gebouw,25,17
grenzeloos,25,18
hardware,25,20
verantwoordingsonderzoek,25,24
rbo,25,12
ipkd,25,13
imple,25,25
plooi,25,20
informatiesamenleving,25,21
functionele,25,19
exploitatiesaldo,25,12
valstar,25,15
uitvoeringsprogramma,25,23
staaij,25,23
isis,25,12
voedselveiligheid,25,16
plantenrassen,25,11
taz,25,12
prestatiebeurs,25,8
bbz,25,15
behaalde,24,24
hoort,24,22
aangelegenheden,24,21
uitdrukking,24,23
eilandsraad,24,21
verenigingen,24,21
waardevolle,24,24
verspreid,24,24
mondiaal,24,23
materialen,24,23
feb,24,13
beroeps,24,23
gewenst,24,21
raden,24,20
voormalig,24,19
ce,24,19
grootte,24,23
verbreding,24,23
selecteren,24,21
uitgeput,24,22
cruciale,24,24
kopen,24,21
geautoriseerd,24,20
ongevallen,24,17
gevuld,24,18
verhalen,24,22
onrechte,24,24
radio,24,21
schoon,24,23
kenmerken,24,21
vertaald,24,23
vroegtijdig,24,22
burgemeesters,24,16
aanwezigheid,24,24
los,24,23
pelijke,24,23
cultuureducatie,24,13
modellen,24,19
ontwikkelings,24,24
verschijnt,24,21
identiteit,24,23
levensonderhoud,24,18
efficiëntie,24,23
probeert,24,24
zorgverleners,24,23
ouderenzorg,24,16
substantiële,24,24
volwassenen,24,18
essentiële,24,21
concurrentie,24,22
faciliteert,24,23
klanten,24,18
rijn,24,21
voelen,24,24
toenemen,24,24
aandachtspunt,24,23
vlaamse,24,20
twente,24,17
mobiele,24,21
ronden,24,24
system,24,21
agency,24,20
us,24,20
ingepland,24,23
controleverklaring,24,19
zette,24,22
africa,24,20
hoorn,24,23
gevaar,24,17
landse,24,24
beleidsdoelstelling,24,19
revolverend,24,20
omvorming,24,16
pwc,24,20
sanitaire,24,15
vertraagde,24,20
verrichte,24,24
decharge,24,24
rate,24,20
garantstelling,24,19
realisatiegegevens,24,20
mingen,24,23
lijkheid,24,22
componenten,24,19
streef,24,16
geraakt,24,24
uitgavenmutaties,24,15
ouderschapsverlof,24,15
zorgakkoord,24,17
rapporteringstoleranties,24,22
seerd,24,24
aardwarmte,24,14
veiligheidsdiensten,24,22
amv,24,12
uitgave,24,21
diensttijd,24,21
2a,24,23
wetenschapsbeleid,24,21
transities,24,21
gebiedsgericht,24,19
onbekend,24,19
uitbesteed,24,22
organisatieonderdelen,24,21
eigendom,24,18
optimalisering,24,14
lcm,24,12
afnemers,24,24
bnc,24,22
klink,24,17
financiele,24,23
synthese,24,19
afrekeningen,24,22
surplus,24,17
onrechtmatigheid,24,16
bedrijfsuitoefening,24,24
mbt,24,21
sap,24,18
vrijgevallen,24,22
dbfmo,24,14
impactanalyse,24,20
separate,24,22
journalisten,24,20
