chunk_uid,tokens
3872f480:00002,"['per', 'applicatielandschap', 'gedefinieerd', 'servers', 'daaraan', 'gekoppeld', 'per', 'server', 'inzichtelijk', 'softwarecomponenten', 'daarop', 'draaien', 'wanneer', 'support', 'norm', 'realisatie', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
e8c79bd4:00000,"['jaarverantwoording', 'agentschap', 'rijksvastgoedbedrijf', 'rvb', 'per', 'december', 'rijksvastgoedbedrijf', 'vastgoedorganisatie', 'rijks', 'overheid', 'baten', 'lastenagentschap', 'onderdeel', 'ministerie', 'binnenlandse', 'zaken', 'koninkrijksrelaties', 'verantwoordelijk', 'beheer', 'instandhouding', 'vastgoedobjecten', 'gebruik', 'nederlandse', 'staat', 'zetten', 'vastgoed', 'realisatie', 'maatschappelijke', 'doelen', 'toenemende', 'regierol', 'rijk', 'woningbouwopgave', 'inrichting', 'nederland', 'steeds', 'vaker', 'beroep', 'gedaan', 'rvb', 'voorbeelden', 'opgaven', 'rvb', 'uitgevoerd', 'beschikbaar', 'stellen', 'rijksgebouwen', 'opvang', 'vluchte', 'lingen', 'laten', 'realiseren', 'projecten', 'hernieuwbare', 'energie', 'rijksgronden', 'inzetten', 'compensatiegronden', 'boeren', 'verplaatsen', 'infraprojecten', 'rvb', 'vorig', 'verantwoordelijkheid', 'genomen', 'ambities', 'regeerakkoord', 'denk', 'daarbij', 'opgaven', 'rondom', 'duurzaamheid', 'daarnaast', 'sprake', 'enkele', 'grote', 'vastgoedopgaven', 'defensie', 'dji', 'voorbereidingen', 'transformatie', 'defensievastgoed', 'afgelopen', 'vogelvlucht', 'gekomen', 'grote', 'vastgoedopgaven', 'leiden', 'tezamen', 'hoge', 'vraag', 'omtrent', 'reguliere', 'productie', 'grote', 'instandhoudingsopgave', 'fors', 'toenemende', 'werkvoorraad']"
e8c79bd4:00001,"['alleen', 'aantal', 'projecten', 'neemt', 'toe', 'complexiteit', 'groeit', 'name', 'gevolg', 'stikstofopgave', 'net', 'vorig', 'daarom', 'nauw', 'overleg', 'onze', 'klanten', 'stevige', 'keuzes', 'moeten', 'maken', 'realistisch', 'werkpakket', 'tegelijkertijd', 'rvb', 'ingezet', 'standaardisatie', 'snellere', 'besluitvorming', 'groei', 'capaciteit', 'langjarige', 'financiële', 'zekerheid', 'gebeurt', 'noemer', 'trendbreuk', 'tempo', 'ondanks', 'extreme', 'krapte', 'arbeidsmarkt', 'rvb', 'staat', 'ambtelijke', 'capaciteit', 'breiden', 'fte', 'fte', 'teneinde', 'productie', 'vergroten', 'daarmee', 'benodigde', 'capaciteitsgroei', 'volledige', 'werkvoorraad', 'overigens', 'behaald', 'waar', 'mogelijk', 'markt', 'ingezet', 'gat', 'werkvoorraad', 'beschikbare', 'capaciteit', 'verkleinen', 'geldt', 'sprake', 'beperkte', 'capaciteit', 'krappe', 'arbeidsmarkt', 'rvb', 'afgelopen', 'staat', 'financiële', 'risico', 'vanwege', 'hoge', 'inflatie', 'belangrijk', 'deel', 'mitigeren', 'energielasten', 'mln', 'lager', 'uitgevallen', 'begroot', 'vanwege', 'vastgeklikte', 'energietarieven', 'verminderd', 'kantoorgebruik']"
e8c79bd4:00002,"['daarentegen', 'onderhoudskosten', 'rijksobjecten', 'flink', 'gestegen', 'mln', 'hoger', 'uitgevallen', 'begroot', 'financieel', 'resultaat', 'uitgekomen', 'mln', 'positief', 'beperkte', 'plus', 'ten', 'opzichte', 'begrote', 'nulresultaat', 'totale', 'baten', 'gestegen', 'mld', 'mld', 'daarmee', 'vrijwel', 'lijn', 'ontwerpbegroting', 'mld', 'omzet', 'producten', 'ingebruikgeving', 'excl', 'extern', 'instandhouding', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
00e3d11a:00000,"['rijk', 'excl', 'eigenaar', 'ten', 'opzichte', 'gestegen', 'mln', 'hogere', 'tarieven', 'vrijwel', 'gelijke', 'omvang', 'rijkspor', 'tefeuille', 'staat', 'lagere', 'omzet', 'mln', 'projectrealisatie', 'rijk', 'tegenover', 'tenslotte', 'productie', 'verkoop', 'gedaald', 'mln', 'vanwege', 'krimpende', 'verkoopportefeuille', 'inzet', 'leegstaande', 'objecten', 'opvang', 'aandachtsgroepen', 'vluchtelingen', 'statushouders', 'doorschuiven', 'verkoop', 'objecten', 'vanwege', 'lopende', 'gesprekken', 'lasten', 'gestegen', 'mld', 'mld', 'daarmee', 'vrijwel', 'lijn', 'ontwerpbegroting', 'mld', 'ten', 'opzichte', 'apparaatskosten', 'gestegen', 'mln', 'wegens', 'groeiende', 'capaciteit', 'hogere', 'afschrijvingskosten', 'mln', 'activering', 'opgeleverde', 'projecten', 'bijzondere', 'lasten', 'mln', 'vanwege', 'hogere', 'lasten', 'onderhoud', 'rijkshuisvesting', 'dienstverle', 'ningsovereenkomsten', 'staat', 'baten', 'lasten', 'tabel', 'staat', 'baten', 'lasten', 'baten', 'lastenagentschap', 'rvb', 'bedragen', 'vastgestelde', 'begroting', 'realisatie', 'verschil', 'realisatie', 'baten', 'omzet', 'waarvan', 'omzet', 'moederdepartement', 'waarvan', 'omzet', 'overige', 'departementen', 'waarvan', 'omzet', 'derden', 'rentebaten', 'vrijval', 'voorzieningen', 'bijzondere', 'baten', 'totaal', 'baten', 'lasten', 'apparaatskosten', 'personele', 'kosten', 'waarvan', 'eigen', 'personeel', 'waarvan', 'inhuur', 'externen', 'waarvan', 'overige', 'personele', 'kosten', 'materiële', 'kosten', 'waarvan', 'apparaat', 'ict', 'waarvan', 'bijdrage', 'sso', 'waarvan', 'overige', 'materiële', 'kosten', 'rentelasten', 'afschrijvingskosten', 'materieel', 'waarvan', 'overige', 'materiële', 'afschrijvingskosten', 'immaterieel', 'overige', 'lasten', 'waarvan', 'dotaties', 'voorzieningen', 'waarvan', 'bijzondere', 'lasten', 'totaal', 'lasten', 'saldo', 'baten', 'lasten', 'gewone', 'bedrijfsuitoefening', 'agentschapsdeel', 'vpb', 'lasten', 'saldo', 'baten', 'lasten', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
8088792f:00000,"['toelichting', 'baten', 'omzet', 'omzet', 'moederdepartement', 'omzet', 'moederdepartement', 'gebruiksvergoeding', 'ministerie', 'bzk', 'omzet', 'uitvoering', 'taken', 'voort', 'vloeien', 'comptabiliteitswet', 'verkoop', 'verhuur', 'vastgoed', 'grondstoffen', 'partijen', 'rijk', 'behandeling', 'zakelijke', 'lasten', 'afwikkeling', 'onbeheerde', 'nalatenschappen', 'vergoedingen', 'apparaatskosten', 'huur', 'verhuurrelatie', 'verantwoord', 'laatste', 'categorie', 'vallen', 'beheer', 'monumenten', 'erfgoedfunctie', 'beleidsondersteunende', 'taken', 'rijksvastgoedbe', 'drijf', 'energiebesparingsprogramma', 'rijkshuisvesting', 'moederde', 'partement', 'gedurende', 'voorschotten', 'rijksvastgoedbedrijf', 'verstrekt', 'middelen', 'beschikbaar', 'gesteld', 'uitvoeren', 'nieuwe', 'beleidsopgaven', 'gestart', 'basis', 'definitieve', 'realisatiecijfers', 'verschil', 'voorschotten', 'realisatie', 'afgerekend', 'moederdepartement', 'omzet', 'moederdepartement', 'mln', 'hoger', 'begroot', 'zie', 'hiervoor', 'toelichting', 'omzet', 'per', 'product', 'specificatie', 'omzet', 'volgt', 'tabel', 'omzet', 'moederdepartement', 'bedragen', 'omschrijving', 'realisatie', 'realisatie', 'waarvan', 'geleverde', 'producten', 'diensten', 'intern', 'gebruik', 'geven', 'kantoren']"
8088792f:00001,"['intern', 'gebruik', 'geven', 'specialties', 'intern', 'gebruik', 'geven', 'bijzondere', 'specialties', 'extern', 'gebruik', 'geven', 'onderhoud', 'kantoren', 'onderhoud', 'specialties', 'onderhoud', 'bijzondere', 'specialties', 'dvo', 'specialties', 'projectrealisatie', 'rvb', 'portefeuille', 'verkopen', 'vastgoed']"
8088792f:00002,"['verkopen', 'grondstoffen', 'strategische', 'advisering', 'ondersteuning', 'beleidsdirecties', 'expertise', 'advies', 'opdrachtgevers', 'afhandelen', 'onbeheerde', 'nalatenschappen', 'waarvan', 'overige', 'bijdragen', 'totaal', 'omzet', 'overige', 'departementen', 'omzet', 'overige', 'departementen', 'vallen', 'opbrengsten', 'interne', 'verhuurcontracten', 'ministeries', 'services', 'zowel', 'via', 'incidentele', 'opdrachten', 'contracten', 'uitgevoerd', 'huisvestings', 'adviezen', 'rijksdiensten', 'valt', 'hieronder', 'honorariumomzet', 'defensie', 'omzet', 'overige', 'departementen', 'mln', 'lager', 'begroot', 'zie', 'hiervoor', 'toelichting', 'omzet', 'per', 'product', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
81acc420:00000,"['omzet', 'derden', 'omzet', 'derden', 'vallen', 'opbrengsten', 'verkoop', 'verhuur', 'vastgoed', 'partijen', 'rijk', 'post', 'vallen', 'tevens', 'opbrengsten', 'exploitatie', 'bijzondere', 'objecten', 'parkeergarages', 'grafelijke', 'zalen', 'taxaties', 'derden', 'omzet', 'derden', 'mln', 'lager', 'begroot', 'zie', 'hiervoor', 'toelichting', 'omzet', 'per', 'product', 'omzet', 'per', 'product', 'producten', 'volgende', 'omzetcategorieën', 'verdelen', 'ingebruikgeving', 'betreft', 'ter', 'beschikking', 'stellen', 'kantoren', 'bijzondere', 'specialties', 'leveren', 'huisvestingsdiensten', 'conform', 'rijkshuisvestingsstelsel', 'gebruik', 'geven', 'rijksvastgoed', 'partijen', 'rijksoverheid', 'stand', 'houden', 'vastgoed', 'betreft', 'onderhoud', 'kantoren', 'bijzondere', 'specialties', 'vastgoed', 'infrastructuur', 'eigendom', 'ministerie', 'defensie', 'projectrealisatie', 'betreft', 'projectrealisatie', 'kantoren', 'bijzondere', 'specialties', 'vastgoed', 'infrastructuur', 'eigendom', 'ministerie', 'defensie', 'verkoop', 'betreft', 'verkoop', 'vastgoed', 'grondstoffen', 'expertise', 'advies', 'betreft', 'strategische', 'advisering', 'ondersteuning', 'beleidsdirecties', 'expertise', 'adviesdiensten', 'opdrachtgevers', 'afhandelen', 'onbeheerde', 'nalatenschappen']"
81acc420:00001,"['tabel', 'omzet', 'per', 'product', 'bedragen', 'omschrijving', 'vastgestelde', 'begroting', 'realisatie', 'verschil', 'realisatie', 'ingebruikgeving', 'waarvan', 'extern', 'stand', 'houden', 'vastgoed', 'waarvan', 'eigenaar', 'projectrealisatie', 'waarvan', 'eigenaar', 'verkoop', 'expertise', 'advies', 'totaal', 'ingebruikgeving', 'omzet', 'ingebruikgeving', 'ligt', 'lijn', 'begroting', 'verschil', 'realisatie', 'veroorzaakt', 'verdeling', 'totale', 'omzet', 'ingebruikgeving', 'stand', 'houden', 'vastgoed', 'groter', 'deel', 'totale', 'omzet', 'behoort', 'stand', 'houden', 'vastgoed', 'classificatie', 'stand', 'houden', 'vastgoed', 'omzet', 'stand', 'houden', 'vastgoed', 'ligt', 'lijn', 'begroting', 'verschil', 'realisatie', 'toegelicht', 'omzet', 'ingebruik', 'geving', 'projectrealisatie', 'omzet', 'projectrealisatie', 'mln', 'hoger', 'begroot', 'omzet', 'onderhanden', 'investeringsprojecten', 'behaald', 'eerste', 'instantie', 'geraamd', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
72c9cd23:00000,"['verkoop', 'verkocht', 'tevoren', 'geraamd', 'name', 'opbrengsten', 'eigendomsobjecten', 'gebiedsontwikkelingspro', 'jecten', 'lager', 'uitgevallen', 'begroot', 'doordat', 'verkoop', 'aantal', 'objecten', 'doorgeschoven', 'latere', 'expertise', 'advies', 'omzet', 'hoger', 'begroot', 'name', 'veroorzaakt', 'bzk', 'middelen', 'vaststelling', 'begroting', 'beschikbaar', 'gesteld', 'uitvoeren', 'nieuwe', 'beleidsopgaven', 'vrijval', 'voorzieningen', 'voorzieningen', 'vrijgevallen', 'bijzondere', 'baten', 'tabel', 'bijzondere', 'baten', 'bedragen', 'omschrijving', 'realisatie', 'realisatie', 'overige', 'baten', 'totaal', 'bijzondere', 'baten', 'bijzondere', 'baten', 'mln', 'hoger', 'begroot', 'voorna', 'melijk', 'veroorzaakt', 'hogere', 'realisatie', 'onderhanden', 'investe', 'ringsprojecten', 'toegelicht', 'omzet', 'projectrealisatie', 'post', 'bestaat', 'name', 'mutaties', 'onderhanden', 'werk', 'mln', 'onderhanden', 'projecten', 'mln', 'geactiveerde', 'honorarium', 'mln', 'mutaties', 'onderhanden', 'werk', 'onderhanden', 'projecten', 'verschil', 'begin', 'eindstand', 'uitzondering', 'geactiveerde', 'rente', 'herontwikkelingsprojecten', 'zie', 'toelichting', 'leningen', 'ministerie', 'financiën', 'uitzon', 'dering', 'projecten', 'waarbij', 'risico', 'derde', 'ligt']"
72c9cd23:00001,"['geacti', 'veerde', 'honorarium', 'betrekking', 'huisvestingsprojecten', 'rijk', 'lasten', 'personele', 'kosten', 'eigen', 'personeel', 'personele', 'kosten', 'eigen', 'personeel', 'betreffen', 'mln', 'lonen', 'mln', 'sociale', 'lasten', 'mln', 'pensioenlasten', 'mln', 'personele', 'exploitatie', 'personele', 'kosten', 'eigen', 'personeel', 'lijn', 'begroting', 'totale', 'personele', 'kosten', 'mln', 'hoger', 'begroot', 'hoger', 'geraamde', 'groei', 'capaciteit', 'hogere', 'externe', 'inhuur', 'vanwege', 'krapte', 'arbeidsmarkt', 'moeilijk', 'vervullen', 'technische', 'specialistische', 'functies', 'materiële', 'kosten', 'apparaat', 'ict', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
4c906731:00000,"['mln', 'ict', 'kosten', 'gerealiseerd', 'begroting', 'ict', 'kosten', 'verdeeld', 'posten', 'apparaat', 'ict', 'mln', 'bijdrage', 'sso', 'mln', 'per', 'saldo', 'vallen', 'ict', 'kosten', 'mln', 'lager', 'begroot', 'bijdrage', 'sso', 'realisatie', 'bijdrage', 'sso', 'geboekt', 'posten', 'apparaat', 'ict', 'overige', 'materiële', 'kosten', 'overige', 'materiële', 'kosten', 'mln', 'overige', 'materiële', 'kosten', 'gerealiseerd', 'begroting', 'kosten', 'verdeeld', 'posten', 'overige', 'materiële', 'kosten', 'mln', 'bijdrage', 'sso', 'mln', 'per', 'saldo', 'valt', 'post', 'daarmee', 'mln']"
4c906731:00001,"['lager', 'begroot', 'rentelasten', 'post', 'rentekosten', 'leningen', 'debetrente', 'rekening', 'courant', 'rijkshoofdboekhouding', 'verantwoord', 'gereali', 'seerde', 'rentelasten', 'bestaan', 'mln', 'rente', 'leningen', 'ministerie', 'financiën', 'mln', 'rente', 'dbfmo', 'contracten', 'verslagjaar', 'mln', 'rente', 'geactiveerd', 'gemiddelde', 'rentevoet', 'dbfmo', 'contracten', 'rente', 'geactiveerd', 'dbfmo', 'objecten', 'opgeleverd', 'begroting', 'gebaseerd', 'geplande', 'opleveringen', 'projectenporte', 'feuille', 'verschil', 'begroting', 'realisatie', 'gevolg', 'feit', 'nieuwe', 'opleveringen', 'name', 'dbfmo', 'objecten', 'achteren', 'geschoven']"
4c906731:00002,"['afschrijvingskosten', 'overige', 'materiële', 'kosten', 'post', 'afschrijvingskosten', 'materiële', 'vaste', 'activa', 'gebouwen', 'inclusief', 'inbouwpakketten', 'bedrijfsmiddelen', 'kader', 'rijkshuisvesting', 'inclusief', 'dbfmo', 'objecten', 'verantwoord', 'begroting', 'gebaseerd', 'geplande', 'opleveringen', 'projectenporte', 'feuille', 'realisatie', 'afhankelijk', 'moment', 'werkelijke', 'oplevering', 'verschil', 'begroting', 'realisatie', 'gevolg', 'feit', 'nieuwe', 'opleveringen', 'name', 'dbfmo', 'objecten', 'achteren', 'geschoven', 'overige', 'lasten', 'dotaties', 'voorzieningen', 'mln', 'gedoteerd', 'voorziening', 'asbestverontreiniging', 'bijzondere', 'lasten', 'tabel', 'bijzondere', 'lasten', 'bedragen', 'omschrijving', 'vastgestelde', 'begroting', 'realisatie', 'verschil', 'realisatie', 'markthuren', 'dbfmo', 'lasten', 'onderhoud', 'rijkshuisvesting', 'belastingen', 'heffingen', 'energielasten', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
fda02c7a:00000,"['omschrijving', 'vastgestelde', 'begroting', 'realisatie', 'verschil', 'realisatie', 'ontwikkeling', 'verkoop', 'og', 'overige', 'bijzondere', 'lasten', 'totaal', 'markthuren', 'post', 'huren', 'verantwoord', 'rijksvastgoedbedrijf', 'markt', 'betaalt', 'realisatie', 'ligt', 'lijn', 'begroting', 'dbfmo', 'lasten', 'post', 'vallen', 'kosten', 'consortia', 'dbfmo', 'objecten', 'betaald', 'aftrek', 'rente', 'afschrijvingskosten', 'verschil', 'begroting', 'realisatie', 'verklaard', 'doordat', 'nieuwe', 'opleveringen', 'dbfmo', 'objecten', 'achteren', 'geschoven', 'onderhoud', 'rijkshuisvesting', 'post', 'valt', 'preventief', 'curatief', 'planmatig', 'onderhoud', 'rijkshuisvesting', 'exclusief', 'dienstverleningsover', 'eenkomsten', 'beheer', 'bijzondere', 'objecten', 'onderhoud', 'overgenomen', 'pachtboerderijen', 'realisatie', 'mln', 'hoger', 'begroting', 'komt', 'name', 'correcties', 'boekingen', 'verleden', 'hoger', 'uitgevallen', 'onderhoudskosten', 'eerder', 'begroot', 'belastingen', 'heffingenheffingen', 'betreft', 'kosten', 'name', 'onroerendezaakbelasting', 'water', 'schapslasten', 'realisatie', 'ligt', 'lijn', 'begroting']"
fda02c7a:00001,"['energielasten', 'post', 'betreft', 'energiekosten', 'kantorenvoorraad', 'schrijding', 'voornamelijk', 'veroorzaakt', 'doordat', 'begroting', 'rekening', 'gehouden', 'aantal', 'doorbelastingen', 'klanten', 'ontwikkeling', 'verkoop', 'onroerend', 'goed', 'betreft', 'kostprijs', 'verkochte', 'objecten', 'zover', 'verkopen', 'omzet', 'opgenomen', 'verkocht', 'tevoren', 'geraamd', 'toegelicht', 'omzet', 'verkoop', 'overige', 'lasten', 'post', 'overige', 'lasten', 'betreft', 'name', 'kosten', 'dienstverleningsover', 'eenkomsten', 'mln', 'servicekosten', 'inhuurpanden', 'mln', 'inves', 'teringen', 'direct', 'verrekend', 'mln', 'projectkosten', 'regiotarief', 'mln', 'kosten', 'onderhanden', 'werken', 'projecten', 'mln', 'overschrijding', 'name', 'veroorzaakt', 'investeringen', 'direct', 'verrekend', 'toegelicht', 'omzet', 'projectrealisatie', 'zorgt', 'hogere', 'afrekening', 'hogere', 'kostprijs', 'directe', 'verrekeningen', 'hogere', 'kosten', 'onderhanden', 'projecten', 'balans', 'tabel', 'balans', 'per', 'december', 'bedragen', 'balans', 'balans', 'activa', 'vaste', 'activa', 'materiële', 'vaste', 'activa', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
cfccb578:00000,"['balans', 'balans', 'waarvan', 'grond', 'gebouwen', 'waarvan', 'installaties', 'inventarissen', 'waarvan', 'projecten', 'uitvoering', 'immateriële', 'vaste', 'activa', 'vlottende', 'activa', 'voorraden', 'onderhanden', 'projecten', 'debiteuren', 'overige', 'vorderingen', 'overlopende', 'activa', 'liquide', 'middelen', 'totaal', 'activa', 'passiva', 'eigen', 'vermogen', 'exploitatiereserve', 'onverdeeld', 'resultaat', 'voorzieningen', 'langlopende', 'schulden', 'leningen', 'ministerie', 'financiën', 'overige', 'schulden', 'kortlopende', 'schulden', 'crediteuren', 'belastingen', 'premies', 'sociale', 'lasten', 'kortlopend', 'deel', 'leningen', 'overige', 'schulden', 'overlopende', 'passiva', 'totaal', 'passiva', 'toelichting', 'activa', 'vaste', 'activa', 'materiële', 'vaste', 'activa', 'rijksvastgoedbedrijf', 'juridisch', 'eigenaar', 'objecten', 'waarvoor', 'ministerie', 'financiën', 'financial', 'leaseovereenkomst', 'gesloten', 'abp', 'boekwaarde', 'objecten', 'bedraagt', 'per', 'december', 'mln', 'boekwaarde', 'per', 'december', 'mln', 'betrekking', 'objecten', 'waarvoor', 'rijksvastgoedbedrijf', 'dbfmo', 'contracten', 'afgesloten', 'boekwaarde', 'per', 'december', 'mln', 'betrekking', 'specialties', 'specialty', 'rijksgebouw', 'voorzieningen', 'toegespitst', 'huisvesten', 'organisatie', 'bijvoorbeeld', 'penitentiaire', 'inrichtingen', 'gerechtsgebouwen', 'specialty', 'houdende', 'organisaties', 'kader', 'behoeftesteller', 'meerjarenvisie', 'bepalen', 'dragen', 'leegstand', 'afstootrisico', 'verslagjaar', 'mln', 'rente', 'geactiveerd', 'gemiddelde', 'rentevoet']"
cfccb578:00001,"['totaal', 'boekwaarde', 'afgekochte', 'erfpachtrechten', 'bedraagt', 'mln', 'rijksvastgoedbedrijf', 'activeert', 'nazorg', 'investeringsprojecten', 'deel', 'daarvan', 'verplicht', 'leveranciers', 'via', 'overige', 'waardeverminderingen', 'daarom', 'mln', 'teruggenomen', 'boekwaarde', 'activa', 'mindering', 'gebracht', 'betalen', 'nazorg', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
aa09a4e2:00000,"['investeringen', 'mln', 'aankopen', 'opgenomen', 'investeringen', 'mln', 'gecorrigeerd', 'voorgaande', 'investeringen', 'opgenomen', 'projecten', 'waarvan', 'besloten', 'wijze', 'gefinancierd', 'via', 'leenfaciliteit', 'daadwerkelijke', 'investeringen', 'bedragen', 'mln', 'projecten', 'uitvoering', 'correctie', 'mln', 'opgenomen', 'voorlopige', 'activeringen', 'activeringen', 'definitief', 'administratie', 'verwerkt', 'immateriële', 'vaste', 'activa', 'post', 'investeringen', 'softwareontwikkeling', 'nieuw', 'onderhoudsmanagementsysteem', 'opgenomen', 'oplevering', 'systeem', 'eind', 'gepland']"
aa09a4e2:00001,"['moment', 'oplevering', 'investeringen', 'lineair', 'afgeschreven', 'vlottende', 'activa', 'voorraden', 'onderhanden', 'projecten', 'post', 'gebouwen', 'terreinen', 'rijks', 'vastgoedbedrijf', 'opgenomen', 'beschikbaar', 'verkoop', 'objecten', 'getaxeerd', 'afgewaardeerd', 'indien', 'taxatiewaarde', 'lager', 'boekwaarde', 'voorraad', 'verkopen', 'onroerend', 'goed', 'voorraad', 'verkopen', 'onroerend', 'goed', 'eigendom', 'toegenomen', 'objecten', 'gewaardeerd', 'kostprijs', 'lagere', 'opbrengstwaarde', 'opbrengstwaarde', 'gebaseerd', 'uitgevoerde', 'interne', 'taxaties', 'voorraad', 'verkopen', 'korv', 'objecten', 'toegenomen', 'balanspost', 'opgenomen', 'categorie', 'korv', 'bestaat', 'kosten', 'rijksvastgoedbedrijf', 'maakt', 'vastgoedobjecten', 'waaronder', 'plukze', 'objecten', 'opdracht', 'derden', 'verkocht', 'kosten', 'bestaan', 'beheerkosten', 'onderhoudskosten', 'verkoop', 'kosten', 'betreffende', 'vastgoedobjecten', 'eigendom', 'rijks', 'vastgoedbedrijf', 'maken', 'onderdeel', 'balanspost']"
aa09a4e2:00002,"['onderhanden', 'werk', 'gaat', 'grondexploitatieprojecten', 'rijksvastgoedbedrijf', 'eigen', 'rekening', 'risico', 'uitgevoerd', 'waarbij', 'sprake', 'inherente', 'risico', 'onzekerheden', 'ten', 'aanzien', 'waardering', 'basis', 'huidige', 'waardebepaling', 'hoeft', 'beroep', 'gedaan', 'garantiestelling', 'ministerie', 'financiën', 'via', 'ministerie', 'bzk', 'brief', 'ministers', 'financiën', 'vrom', 'november', 'tweede', 'kamer', 'xiv', 'nr', 'kabinet', 'kenbaar', 'gemaakt', 'instrumentarium', 'organisatorische', 'inbedding', 'deelname', 'gebiedsontwikkeling', 'rijk', 'willen', 'versterken', 'zogeheten', 'financieel', 'kader', 'tweede', 'kamer', 'nr', 'beschreven', 'sturing', 'beheersing', 'ontwikkelingsprojecten', 'waar', 'regel', 'gaat', 'langlopende', 'complexe', 'projecten', 'private', 'partijen', 'grote', 'marktonzekerheden', 'mede', 'daardoor', 'financiële', 'risico', 'plaatsvindt', 'eén', 'instrumenten', 'betreft', 'jaarlijkse', 'waarde', 'bepaling', 'project', 'vast', 'stellen', 'balanswaardering', 'terugverdiend', 'verkoop', 'grond', 'onderhanden', 'projecten', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
de2dc285:00000,"['staat', 'goed', 'ambtelijk', 'vakmanschap', 'maatschappelijke', 'opgaven', 'steeds', 'complexer', 'vragen', 'ambtenaren', 'grenzen', 'organisaties', 'heen', 'samenwerken', 'hard', 'gewerkt', 'samen', 'opgaven', 'werken', 'gewerkt', 'overheid', 'opgavegericht', 'volgens', 'bedoeling', 'waar', 'nodig', 'grenzeloos', 'samenwerkt', 'belangrijk', 'onderdeel', 'hiervan', 'versterken', 'ambtelijk', 'vakmanschap', 'onze', 'gemeen', 'schappelijke', 'publieke', 'waardes', 'bepalend', 'inhoudelijke', 'keuzes', 'maken', 'werk', 'daarmee', 'impact', 'mens', 'samenleving', 'werken', 'langs', 'drie', 'lijnen', 'goed', 'functionerende', 'rijksdienst', 'betreft', 'uitvoerbaarheid', 'openheid', 'informatie', 'kwalitatief', 'hoogstaande', 'rijksdienst', 'vergroten', 'uitvoerbaarheid', 'beleid', 'grote', 'bijdrage', 'geleverd', 'programma', 'werk', 'uitvoering', 'wau', 'wau', 'werkt', 'herstel', 'vertrouwen', 'overheid', 'vanuit', 'betere', 'uitvoering', 'kamerstukken', 'ii', 'nr']"
de2dc285:00001,"['mei', 'wet', 'open', 'overheid', 'woo', 'werking', 'getreden', 'waarmee', 'belangrijke', 'stap', 'gezet', 'opener', 'overheid', 'ruimer', 'actiever', 'informatie', 'verschaffen', 'neemt', 'transparantie', 'rondom', 'beleidskeuzes', 'toe', 'vertrouwen', 'overheid', 'vergroten', 'vanaf', 'prinsjesdag', 'kamerstukken', 'beslisnota', 'openbaar', 'gemaakt', 'geeft', 'rijk', 'inzage', 'manier', 'waarop', 'besluiten', 'stand', 'gekomen', 'ingezet', 'verbeteren', 'informatiehuishouding', 'rijk', 'aanbesteden', 'rijksbrede', 'woo', 'software', 'opleiden', 'informatiespecialisten', 'start', 'regeringscommissaris', 'informatiehuishouding', 'adviescollege', 'openbaarheid', 'informatiehuishouding', 'aanleiding', 'advies', 'acict', 'ontwikkeling', 'infrastructuur', 'woo', 'plooi', 'basis', 'huidige', 'ontwerp', 'eind', 'stopgezet', 'ingezet', 'gewijzigd', 'ontwerp', 'snel', 'imple', 'menteren', 'lage', 'aansluitlast', 'bestuursorganen', 'weten', 'verwijsindex', 'zoekfunctie', 'kamerstukken', 'ii', 'nr', 'kwalitatief', 'hoogstaande', 'rijksdienst', 'eraan', 'gewerkt', 'aantrekkelijk', 'werkgever', 'blijven']"
de2dc285:00002,"['zomer', 'akkoord', 'bereikt', 'vakbonden', 'cao', 'rijk', 'hierin', 'verhoging', 'minimumloon', 'rijksambtenaren', 'euro', 'per', 'uur', 'afgesproken', 'stapsgewijze', 'salarisverhoging', 'rijksambtenaren', 'waarbij', 'lage', 'middeninkomens', 'percentueel', 'stijgen', 'hogere', 'inkomens', 'daarnaast', 'verlofregelingen', 'flexibeler', 'goed', 'functionerende', 'rijksoverheid', 'verder', 'belang', 'leidinggevenden', 'goed', 'toegerust', 'maatschappelijke', 'opgaven', 'vandaag', 'morgen', 'zoeken', 'leidinggevenden', 'weten', 'samenleving', 'speelt', 'voldoende', 'kennis', 'ervaring', 'actief', 'samenwerken', 'betrokkenen', 'diverse', 'maatregelen', 'genomen', 'top', 'management', 'rijksoverheid', 'verder', 'versterken', 'focus', 'lag', 'hierbij', 'vergroten', 'domeinspecifieke', 'kennis', 'stimuleren', 'continuïteit', 'ambtelijke', 'top', 'tevens', 'nieuwe', 'rijksbrede', 'visie', 'publiek', 'leiderschap', 'stand', 'gekomen', 'visie', 'biedt', 'tweede', 'kamer', 'vergaderjaar', 'vii', 'nr']"
