prob__Reparations and Remembrance,prob__Modern & Everyday Racism,"prob__Colonial Exploitation, Slavery & Economic Inequality",prob__Uncategorised
0.03936206,0.00031082466,0.00023946987,0.9995628
0.058426034,0.0003194593,0.00024027903,0.99954826
0.0145063605,0.00033466122,0.00022967525,0.99964833
0.08424187,0.00046955465,0.00019041024,0.9995254
0.9998178,0.01004965,0.042880513,0.005134961
0.99983656,0.014391957,0.014911645,0.0070459815
0.9998969,0.02764481,0.013346505,0.009231002
0.00031737352,0.00038847327,0.000429314,0.9996592
0.024945647,0.0002883391,0.0002447153,0.999607
0.0021308772,0.00029831007,0.00026096156,0.99967194
0.0032478708,0.00038754227,0.0002414263,0.999711
0.00048238027,0.0005678759,0.00032501353,0.99973303
0.0007383635,0.0005145545,0.00027508786,0.99973613
0.0030204654,0.0018430321,0.9998822,0.98307216
0.0040916456,0.0008603803,0.9998883,0.9540892
0.002374538,0.001695959,0.9996927,0.9943455
0.00046383528,0.00035347044,0.004657815,0.9998004
0.0027138314,0.00080683135,0.9988952,0.991232
0.0028716961,0.0007435526,0.9987514,0.996201
0.0021997478,0.0005111673,0.99985707,0.8874793
0.00036926896,0.00033897912,0.00036676048,0.99966156
0.0003802244,0.0003650989,0.00033753458,0.99965656
0.00033116466,0.00034357602,0.00038961408,0.9996339
0.004807049,0.00030485503,0.00027730138,0.99969304
0.0017169636,0.00037610417,0.00024239019,0.9996338
0.00054003706,0.0003976259,0.00033525965,0.99971694
0.00042102046,0.0005349164,0.0003431655,0.99971265
0.0005880024,0.0015055779,0.00023045421,0.99972886
0.0005435419,0.0006886894,0.0019639211,0.9997998
0.0006085499,0.0014904501,0.000418978,0.99976
0.00034771307,0.0004516814,0.00052721956,0.99972206
0.0013529236,0.0004580788,0.0015409662,0.9998313
0.0016648947,0.0003070321,0.0005557217,0.99976414
0.0069817207,0.00043279564,0.0007419487,0.99978966
0.00033331403,0.0005505161,0.0006227084,0.99975914
0.0006855773,0.00037503007,0.0003255792,0.99971265
0.0003474205,0.00036914225,0.0004521402,0.9997073
0.0004941443,0.00027169313,0.00035792854,0.99962986
0.00032512262,0.00047502655,0.00033142994,0.999673
0.0004829365,0.000357383,0.00030157715,0.9996685
0.00039248867,0.00032123283,0.00035724777,0.9996506
0.00048218947,0.000278746,0.00035259486,0.99965274
0.0027624392,0.0031097652,0.99910116,0.003483252
0.0035151425,0.0026777657,0.99924797,0.0035218885
0.0003657242,0.00047259175,0.011486261,0.9997906
0.00091749616,0.00055518514,0.99975115,0.3489409
0.0009223427,0.0006832106,0.99978465,0.9473147
0.00025203553,0.00034178834,0.0005752707,0.9996891
0.00026752692,0.00038049452,0.00060460565,0.9997149
0.00025333432,0.0003484295,0.0013389176,0.9997484
0.0010033217,0.0010898452,0.9998789,0.904792
0.0010205139,0.0010143036,0.99983585,0.9543992
0.0013426706,0.00099844,0.99976593,0.069875024
0.0010944011,0.00048009376,0.9983296,0.9942889
0.0012707362,0.0006816559,0.9998325,0.9159391
0.0013413228,0.0017292876,0.9998596,0.96652436
0.0035137867,0.0025540348,0.999226,0.003431412
0.0014004662,0.0012728343,0.999861,0.11220987
0.00024876103,0.00067473046,0.0008068568,0.99976534
0.00021301607,0.00084530417,0.004767917,0.99980193
0.00026346228,0.0006281446,0.0013190504,0.99975866
0.0003456418,0.00049490057,0.0021755747,0.9997782
0.0011937176,0.00067935063,0.9996588,0.9870055
0.0039236043,0.00014277642,0.99969053,0.8742086
0.009937207,0.00145621,0.99932003,0.0032738738
0.0052872086,0.0014614564,0.99938333,0.0044762734
0.0030568764,0.002903888,0.998973,0.0031112807
0.0019065575,0.00095057144,0.99970967,0.029005827
0.0012799156,0.0007138753,0.9998134,0.1487284
0.0010257239,0.0006715648,0.9998305,0.9033988
0.00026212833,0.00030571013,0.00068029144,0.99968946
0.00023822782,0.00032299123,0.0010166033,0.9997285
0.000345845,0.00034333044,0.0003632199,0.99963963
0.000381684,0.00031887752,0.0003575626,0.9996263
0.00035351995,0.00033528075,0.0003644757,0.9996086
0.002824871,0.0015473225,0.9998035,0.9920533
0.0018870878,0.0029331967,0.9995858,0.9956126
0.0029476015,0.0020690125,0.99961483,0.9951609
0.00037143356,0.00040118664,0.00036268012,0.99968827
0.0004150686,0.0003008248,0.0004466673,0.99967873
0.00034448353,0.0002545478,0.0008700357,0.9997063
0.0003209711,0.0002536618,0.00075143593,0.99967957
0.0043150075,0.0024604686,0.9989172,0.0028562
0.004920918,0.003109833,0.9988438,0.0023203182
0.003984595,0.002515172,0.9993337,0.003414414
0.0003521852,0.00030388206,0.023266971,0.99981445
0.0003767537,0.0002950944,0.0013728393,0.99978
0.0006373212,0.0002730552,0.0003643602,0.99969125
0.0005164438,0.0003060268,0.00037748748,0.99969864
0.00051630207,0.0003299095,0.0003536002,0.9997018
0.00047193584,0.0003165229,0.00033151303,0.99965465
0.012959952,0.0022094545,0.99940693,0.0024527467
0.0035481332,0.0008110576,0.9998965,0.9679615
0.003194795,0.0013030568,0.9996294,0.009739571
0.0011976692,0.00040763433,0.81736183,0.99951077
