topic,term,weight,category,parent,cosine,df,is_seed
Structural_Continuity_Neocolonial,immigratiedienst,0.95,strong_problem,emigratie,0.7347,2,0
Structural_Continuity_Neocolonial,immigratiegeschiedenis,0.95,strong_problem,emigratie,0.7392,2,0
Structural_Continuity_Neocolonial,instroming,0.95,strong_problem,uitstroom,0.7312,6,0
Structural_Continuity_Neocolonial,intrekking,0.95,strong_problem,uitstroom,0.6795,4,0
Structural_Continuity_Neocolonial,kortdurend,0.95,strong_problem,voortdurend,0.7241,3,0
Structural_Continuity_Neocolonial,kortdurende,0.95,strong_problem,voortdurende,0.8112,2,0
Structural_Continuity_Neocolonial,kortstondige,0.95,strong_problem,voortdurende,0.7514,2,0
Structural_Continuity_Neocolonial,marginaal,0.95,strong_problem,marginalisatie,0.849,3,0
Structural_Continuity_Neocolonial,marginale,0.95,strong_problem,marginalisatie,0.8482,4,0
Structural_Continuity_Neocolonial,marginalisatie,0.95,strong_problem,marginalisatie,1.0,4,1
Structural_Continuity_Neocolonial,meebouwen,0.95,strong_problem,doorwerken,0.6821,2,0
Structural_Continuity_Neocolonial,migranten,0.95,strong_problem,emigratie,0.776,43,0
Structural_Continuity_Neocolonial,migranten-,0.95,strong_problem,emigratie,0.7569,2,0
Structural_Continuity_Neocolonial,migratie,0.95,strong_problem,emigratie,0.9146,27,0
Structural_Continuity_Neocolonial,migratieachtergrond,0.95,strong_problem,emigratie,0.702,17,0
Structural_Continuity_Neocolonial,migratiegeschiedenis,0.95,strong_problem,emigratie,0.6719,2,0
Structural_Continuity_Neocolonial,migratiestromen,0.95,strong_problem,emigratie,0.6749,2,0
Structural_Continuity_Neocolonial,nachts,0.95,strong_problem,hedendaagse,0.6747,7,0
Structural_Continuity_Neocolonial,nauwelijks,0.95,strong_problem,voortdurende,0.6799,153,0
Structural_Continuity_Neocolonial,onafhankelijkheid,0.95,strong_problem,afhankelijkheid,0.9524,25,0
Structural_Continuity_Neocolonial,onafhankelijkheidsstrijd,0.95,strong_problem,afhankelijkheid,0.6835,2,0
Structural_Continuity_Neocolonial,onafhankelijkheidsverklaring,0.95,strong_problem,afhankelijkheid,0.7056,2,0
Structural_Continuity_Neocolonial,onderbroken,0.95,strong_problem,voortdurend,0.7508,2,0
Structural_Continuity_Neocolonial,ononderbroken,0.95,strong_problem,voortdurend,0.6701,3,0
Structural_Continuity_Neocolonial,ontduiking,0.95,strong_problem,uitbuiting,0.706,3,0
Structural_Continuity_Neocolonial,ontheemding,0.95,strong_problem,uitbuiting,0.6983,2,0
Structural_Continuity_Neocolonial,ontheffing,0.95,strong_problem,uitbuiting,0.7471,4,0
Structural_Continuity_Neocolonial,ontslag,0.95,strong_problem,uitbuiting,0.73,23,0
Structural_Continuity_Neocolonial,ontsporing,0.95,strong_problem,uitbuiting,0.6948,3,0
Structural_Continuity_Neocolonial,onttrekken,0.95,strong_problem,uitbuiting,0.7239,4,0
Structural_Continuity_Neocolonial,onttrekking,0.95,strong_problem,uitbuiting,0.741,2,0
Structural_Continuity_Neocolonial,onttrekkingen,0.95,strong_problem,uitbuiting,0.7467,2,0
Structural_Continuity_Neocolonial,ontvoering,0.95,strong_problem,uitbuiting,0.6969,4,0
Structural_Continuity_Neocolonial,ontzet,0.95,strong_problem,uitbuiting,0.7635,3,0
Structural_Continuity_Neocolonial,ontzetting,0.95,strong_problem,uitbuiting,0.7604,3,0
Structural_Continuity_Neocolonial,opbouwen,0.95,strong_problem,doorwerken,0.7013,8,0
Structural_Continuity_Neocolonial,opheffing,0.95,strong_problem,uitbuiting,0.7161,32,0
Structural_Continuity_Neocolonial,oplopend,0.95,strong_problem,voortdurend,0.7357,2,0
Structural_Continuity_Neocolonial,overtuigen,0.95,strong_problem,uitbuiting,0.6875,11,0
Structural_Continuity_Neocolonial,periodieke,0.95,strong_problem,chronische,0.6799,11,0
Structural_Continuity_Neocolonial,remigratie,0.95,strong_problem,emigratie,0.9241,2,0
Structural_Continuity_Neocolonial,sturend,0.95,strong_problem,voortdurend,0.7881,4,0
Structural_Continuity_Neocolonial,tijdige,0.95,strong_problem,voortdurende,0.678,2,0
Structural_Continuity_Neocolonial,toestroom,0.95,strong_problem,uitstroom,0.6696,6,0
Structural_Continuity_Neocolonial,toevoer,0.95,strong_problem,uitstroom,0.6696,4,0
Structural_Continuity_Neocolonial,tussentijds,0.95,strong_problem,voortdurende,0.6918,2,0
Structural_Continuity_Neocolonial,tussentijdse,0.95,strong_problem,voortdurende,0.6842,2,0
Structural_Continuity_Neocolonial,uit-,0.95,strong_problem,uitstroom,0.7056,31,0
Structural_Continuity_Neocolonial,uitbannen,0.95,strong_problem,uitbuiting,0.753,6,0
Structural_Continuity_Neocolonial,uitbanning,0.95,strong_problem,uitbuiting,0.7961,3,0
Structural_Continuity_Neocolonial,uitbarsten,0.95,strong_problem,uitbuiting,0.6939,2,0
Structural_Continuity_Neocolonial,uitbarsting,0.95,strong_problem,uitbuiting,0.757,3,0
Structural_Continuity_Neocolonial,uitbarstingen,0.95,strong_problem,uitbuiting,0.7131,2,0
Structural_Continuity_Neocolonial,uitblijvend,0.95,strong_problem,voortdurend,0.7472,2,0
Structural_Continuity_Neocolonial,uitbraken,0.95,strong_problem,uitbuiting,0.7061,2,0
Structural_Continuity_Neocolonial,uitbreken,0.95,strong_problem,uitbuiting,0.7203,15,0
Structural_Continuity_Neocolonial,uitbrengen,0.95,strong_problem,uitbuiting,0.7211,2,0
Structural_Continuity_Neocolonial,uitbuiting,0.95,strong_problem,uitbuiting,1.0,30,1
Structural_Continuity_Neocolonial,uitdagende,0.95,strong_problem,voortdurend,0.6727,3,0
Structural_Continuity_Neocolonial,uitgaande,0.95,strong_problem,voortdurend,0.6975,9,0
Structural_Continuity_Neocolonial,uitgaat,0.95,strong_problem,uitstroom,0.677,5,0
Structural_Continuity_Neocolonial,uitgang,0.95,strong_problem,uitstroom,0.7499,3,0
Structural_Continuity_Neocolonial,uitge-,0.95,strong_problem,uitstroom,0.7411,8,0
Structural_Continuity_Neocolonial,uitgekeerd,0.95,strong_problem,uitstroom,0.6757,9,0
Structural_Continuity_Neocolonial,uitgeloot,0.95,strong_problem,uitbuiting,0.7111,2,0
Structural_Continuity_Neocolonial,uitgeputte,0.95,strong_problem,uitstroom,0.701,2,0
Structural_Continuity_Neocolonial,uitgevoerde,0.95,strong_problem,uitstroom,0.7053,18,0
Structural_Continuity_Neocolonial,uitging,0.95,strong_problem,uitbuiting,0.7074,4,0
Structural_Continuity_Neocolonial,uiting,0.95,strong_problem,uitbuiting,0.7198,28,0
Structural_Continuity_Neocolonial,uitkomen,0.95,strong_problem,uitbuiting,0.7608,8,0
Structural_Continuity_Neocolonial,uitkomt,0.95,strong_problem,uitstroom,0.6948,2,0
Structural_Continuity_Neocolonial,uitlatingen,0.95,strong_problem,uitbuiting,0.7326,2,0
Structural_Continuity_Neocolonial,uitmaken,0.95,strong_problem,uitbuiting,0.7141,20,0
Structural_Continuity_Neocolonial,uitnodigen,0.95,strong_problem,uitbuiting,0.7358,2,0
Structural_Continuity_Neocolonial,uitnodigende,0.95,strong_problem,uitbuiting,0.7735,2,0
Structural_Continuity_Neocolonial,uitputtende,0.95,strong_problem,uitstroom,0.7587,2,0
Structural_Continuity_Neocolonial,uitputting,0.95,strong_problem,uitbuiting,0.7159,4,0
Structural_Continuity_Neocolonial,uitreden,0.95,strong_problem,uitbuiting,0.7629,6,0
Structural_Continuity_Neocolonial,uitreding,0.95,strong_problem,uitstroom,0.7841,2,0
Structural_Continuity_Neocolonial,uitroeiing,0.95,strong_problem,uitbuiting,0.8741,3,0
Structural_Continuity_Neocolonial,uitroepen,0.95,strong_problem,uitbuiting,0.6973,2,0
Structural_Continuity_Neocolonial,uitsprak,0.95,strong_problem,uitbuiting,0.7054,2,0
Structural_Continuity_Neocolonial,uitstaan,0.95,strong_problem,uitbuiting,0.6992,2,0
Structural_Continuity_Neocolonial,uitstek,0.95,strong_problem,uitstroom,0.6759,13,0
Structural_Continuity_Neocolonial,uitstrekt,0.95,strong_problem,uitstroom,0.7017,4,0
Structural_Continuity_Neocolonial,uitstroming,0.95,strong_problem,uitstroom,0.8439,4,0
Structural_Continuity_Neocolonial,uitstroom,0.95,strong_problem,uitstroom,1.0,8,1
Structural_Continuity_Neocolonial,uitte,0.95,strong_problem,uitstroom,0.7253,7,0
Structural_Continuity_Neocolonial,uittocht,0.95,strong_problem,uitbuiting,0.692,4,0
Structural_Continuity_Neocolonial,uitvallen,0.95,strong_problem,uitbuiting,0.7589,2,0
Structural_Continuity_Neocolonial,uitvoe-,0.95,strong_problem,uitbuiting,0.7597,4,0
Structural_Continuity_Neocolonial,uitweg,0.95,strong_problem,uitstroom,0.6683,4,0
Structural_Continuity_Neocolonial,uitwerken,0.95,strong_problem,doorwerken,0.7978,5,0
Structural_Continuity_Neocolonial,uitwerking,0.95,strong_problem,uitbuiting,0.7561,50,0
Structural_Continuity_Neocolonial,uitwisselingen,0.95,strong_problem,uitstroom,0.681,3,0
Structural_Continuity_Neocolonial,vergaan,0.95,strong_problem,voortdurend,0.6884,3,0
Structural_Continuity_Neocolonial,vergaand,0.95,strong_problem,voortdurend,0.7462,2,0
Structural_Continuity_Neocolonial,vergoeden,0.95,strong_problem,verwaarlozing,0.6766,3,0
Structural_Continuity_Neocolonial,verliep,0.95,strong_problem,voortdurend,0.6828,11,0
Structural_Continuity_Neocolonial,verlopen,0.95,strong_problem,voortdurend,0.7388,8,0
Structural_Continuity_Neocolonial,verminking,0.95,strong_problem,verwaarlozing,0.7826,4,0
Structural_Continuity_Neocolonial,verontwaardiging,0.95,strong_problem,verwaarlozing,0.7251,9,0
Structural_Continuity_Neocolonial,verstrekte,0.95,strong_problem,voortdurend,0.6752,16,0
Structural_Continuity_Neocolonial,vervallen,0.95,strong_problem,verwaarlozing,0.6715,13,0
Structural_Continuity_Neocolonial,vervoeren,0.95,strong_problem,doorwerken,0.7166,13,0
Structural_Continuity_Neocolonial,vervolgde,0.95,strong_problem,voortdurend,0.7121,23,0
Structural_Continuity_Neocolonial,vervolgen,0.95,strong_problem,voortdurend,0.7008,2,0
Structural_Continuity_Neocolonial,verwaarlozing,0.95,strong_problem,verwaarlozing,1.0,3,1
Structural_Continuity_Neocolonial,verwerken,0.95,strong_problem,doorwerken,0.7515,12,0
Structural_Continuity_Neocolonial,verwerven,0.95,strong_problem,doorwerken,0.6722,16,0
Structural_Continuity_Neocolonial,verwijdering,0.95,strong_problem,uitbuiting,0.6931,4,0
Structural_Continuity_Neocolonial,verwondering,0.95,strong_problem,verwaarlozing,0.7074,2,0
Structural_Continuity_Neocolonial,verzetten,0.95,strong_problem,doorwerken,0.7218,18,0
Structural_Continuity_Neocolonial,voorbijgaan,0.95,strong_problem,voortdurende,0.6784,5,0
Structural_Continuity_Neocolonial,voort,0.95,strong_problem,voortdurend,0.716,47,0
Structural_Continuity_Neocolonial,voort-,0.95,strong_problem,voortdurend,0.6758,8,0
Structural_Continuity_Neocolonial,voortaan,0.95,strong_problem,voortdurend,0.7021,44,0
Structural_Continuity_Neocolonial,voortbestaan,0.95,strong_problem,voortdurende,0.6878,15,0
Structural_Continuity_Neocolonial,voortbouwt,0.95,strong_problem,voortdurend,0.725,2,0
Structural_Continuity_Neocolonial,voortduren,0.95,strong_problem,voortdurend,0.7269,3,0
Structural_Continuity_Neocolonial,voortdurend,0.95,strong_problem,voortdurend,1.0,39,1
Structural_Continuity_Neocolonial,voortdurende,0.95,strong_problem,voortdurende,1.0,34,1
Structural_Continuity_Neocolonial,voortgaande,0.95,strong_problem,voortdurende,0.847,2,0
Structural_Continuity_Neocolonial,voortgang,0.95,strong_problem,voortdurend,0.7138,68,0
Structural_Continuity_Neocolonial,voortgekomen,0.95,strong_problem,voortdurende,0.6762,10,0
Structural_Continuity_Neocolonial,voortgezet,0.95,strong_problem,voortdurend,0.7521,86,0
Structural_Continuity_Neocolonial,voortkomen,0.95,strong_problem,voortdurende,0.728,10,0
Structural_Continuity_Neocolonial,voortkomend,0.95,strong_problem,voortdurende,0.764,3,0
Structural_Continuity_Neocolonial,voortleven,0.95,strong_problem,voortdurende,0.7325,3,0
Structural_Continuity_Neocolonial,voortrekken,0.95,strong_problem,doorwerken,0.7023,2,0
Structural_Continuity_Neocolonial,voortvarend,0.95,strong_problem,voortdurende,0.7328,5,0
Structural_Continuity_Neocolonial,voortvarende,0.95,strong_problem,voortdurende,0.7218,4,0
Structural_Continuity_Neocolonial,voortvloeiende,0.95,strong_problem,voortdurend,0.7651,6,0
Structural_Continuity_Neocolonial,voortzetten,0.95,strong_problem,doorwerken,0.7639,6,0
Structural_Continuity_Neocolonial,voortzetting,0.95,strong_problem,uitstroom,0.7025,15,0
Structural_Continuity_Neocolonial,wekelijkse,0.95,strong_problem,hedendaagse,0.6772,2,0
Structural_Continuity_Neocolonial,antikoloniale,0.85,related_strong,postkoloniale,0.6789,7,0
Structural_Continuity_Neocolonial,bouw,0.85,related_strong,structurele,0.7287,26,0
Structural_Continuity_Neocolonial,constructief,0.85,related_strong,structureel,0.7284,2,0
Structural_Continuity_Neocolonial,doorontwikkelen,0.85,related_strong,onderontwikkeling,0.7389,2,0
Structural_Continuity_Neocolonial,ex-koloniën,0.85,related_strong,postkoloniale,0.6992,2,0
Structural_Continuity_Neocolonial,gekoloniseerden,0.85,related_strong,postkoloniale,0.6698,6,0
Structural_Continuity_Neocolonial,heritage,0.85,related_strong,erfenis,0.6742,6,0
Structural_Continuity_Neocolonial,infrastructurele,0.85,related_strong,structurele,0.7494,9,0
Structural_Continuity_Neocolonial,interkoloniale,0.85,related_strong,postkoloniale,0.7193,4,0
Structural_Continuity_Neocolonial,kolonien,0.85,related_strong,postkoloniale,0.728,21,0
Structural_Continuity_Neocolonial,koloniserende,0.85,related_strong,postkoloniale,0.7425,2,0
Structural_Continuity_Neocolonial,onderwaardering,0.85,related_strong,onderontwikkeling,0.7498,2,0
Structural_Continuity_Neocolonial,achterstand,0.75,related_moderate,achterstand,1.0,12,1
Structural_Continuity_Neocolonial,achterstanden,0.75,related_moderate,achterstanden,1.0,18,1
Structural_Continuity_Neocolonial,armoede,0.75,related_moderate,armoede,1.0,63,1
Structural_Continuity_Neocolonial,armoede-,0.75,related_moderate,armoede,0.9614,2,0
Structural_Continuity_Neocolonial,armoedebeleid,0.75,related_moderate,armoedeproblematiek,0.8459,4,0
Structural_Continuity_Neocolonial,armoedebestrijding,0.75,related_moderate,armoedeproblematiek,0.8203,7,0
Structural_Continuity_Neocolonial,armoedegrens,0.75,related_moderate,armoedeproblematiek,0.8146,3,0
Structural_Continuity_Neocolonial,armoedeproblematiek,0.75,related_moderate,armoedeproblematiek,1.0,3,1
Structural_Continuity_Neocolonial,gebrek,0.75,related_moderate,achterstand,0.688,100,0
Structural_Continuity_Neocolonial,inkomen,0.75,related_moderate,inkomensongelijkheid,0.723,48,0
Structural_Continuity_Neocolonial,inkomens,0.75,related_moderate,inkomensongelijkheid,0.7728,8,0
Structural_Continuity_Neocolonial,inkomens-,0.75,related_moderate,inkomensongelijkheid,0.7934,2,0
Structural_Continuity_Neocolonial,inkomensbeleid,0.75,related_moderate,inkomensongelijkheid,0.6938,4,0
Structural_Continuity_Neocolonial,inkomensbescherming,0.75,related_moderate,inkomensongelijkheid,0.6851,2,0
Structural_Continuity_Neocolonial,inkomensongelijkheid,0.75,related_moderate,inkomensongelijkheid,1.0,2,1
Structural_Continuity_Neocolonial,inkomensverdeling,0.75,related_moderate,inkomensongelijkheid,0.7455,2,0
Structural_Continuity_Neocolonial,kansenongelijkheid,0.75,related_moderate,kansenongelijkheid,1.0,2,1
Structural_Continuity_Neocolonial,kwantiteit,0.75,related_moderate,kwetsbaarheid,0.6904,5,0
Structural_Continuity_Neocolonial,kwetsbaar,0.75,related_moderate,kwetsbaarheid,0.8251,20,0
Structural_Continuity_Neocolonial,kwetsbaarheden,0.75,related_moderate,kwetsbaarheid,0.8696,2,0
Structural_Continuity_Neocolonial,kwetsbaarheid,0.75,related_moderate,kwetsbaarheid,1.0,5,1
Structural_Continuity_Neocolonial,kwetsbare,0.75,related_moderate,kwetsbaarheid,0.7929,38,0
Structural_Continuity_Neocolonial,onderhorigheden,0.75,related_moderate,ongelijkheden,0.6767,2,0
Structural_Continuity_Neocolonial,ongelijk,0.75,related_moderate,ongelijke,0.9424,12,0
Structural_Continuity_Neocolonial,ongelijke,0.75,related_moderate,ongelijke,1.0,56,1
Structural_Continuity_Neocolonial,ongelijkheden,0.75,related_moderate,ongelijkheden,1.0,9,1
Structural_Continuity_Neocolonial,ongelijkheid,0.75,related_moderate,ongelijkheid,1.0,44,1
Structural_Continuity_Neocolonial,onmenselijkheid,0.75,related_moderate,ongelijkheid,0.6893,2,0
Structural_Continuity_Neocolonial,ontvolkingen,0.75,related_moderate,ongelijkheden,0.6712,3,0
Structural_Continuity_Neocolonial,selijkheid,0.75,related_moderate,ongelijkheid,0.6874,2,0
Structural_Continuity_Neocolonial,zedelijkheid,0.75,related_moderate,ongelijkheid,0.6926,3,0
