topic,term,weight,category,parent,cosine,df,is_seed
Historical_Slavery_Colonialism,antiracisme,0.95,strong_problem,raciale,0.7415,6,0
Historical_Slavery_Colonialism,antiracisme-,0.95,strong_problem,raciale,0.7464,2,0
Historical_Slavery_Colonialism,beschaving,0.95,strong_problem,beschaving,1.0,15,1
Historical_Slavery_Colonialism,co-kolonisten,0.95,strong_problem,kolonisten,0.8424,2,0
Historical_Slavery_Colonialism,dekoloniaal,0.95,strong_problem,koloniale,0.8224,2,0
Historical_Slavery_Colonialism,dwangarbeid,0.95,strong_problem,dwangarbeid,1.0,27,1
Historical_Slavery_Colonialism,dwangarbeiders,0.95,strong_problem,dwangarbeid,0.827,8,0
Historical_Slavery_Colonialism,dékoloniale,0.95,strong_problem,koloniale,0.8785,2,0
Historical_Slavery_Colonialism,handelaren,0.95,strong_problem,slavenhandelaren,0.7283,82,0
Historical_Slavery_Colonialism,handelsschepen,0.95,strong_problem,slavenschepen,0.7255,3,0
Historical_Slavery_Colonialism,hiërarchie,0.95,strong_problem,hiërarchie,1.0,16,1
Historical_Slavery_Colonialism,hiërarchieën,0.95,strong_problem,hiërarchie,0.8015,2,0
Historical_Slavery_Colonialism,hiërarchisch,0.95,strong_problem,hiërarchie,0.7748,6,0
Historical_Slavery_Colonialism,hiërarchische,0.95,strong_problem,hiërarchie,0.7641,10,0
Historical_Slavery_Colonialism,inferioriteit,0.95,strong_problem,inferioriteit,1.0,6,1
Historical_Slavery_Colonialism,kaapkolonie,0.95,strong_problem,kolonie,0.8093,9,0
Historical_Slavery_Colonialism,kaperschepen,0.95,strong_problem,slavenschepen,0.8426,2,0
Historical_Slavery_Colonialism,kaperschip,0.95,strong_problem,slavenschip,0.8532,3,0
Historical_Slavery_Colonialism,katoenplantages,0.95,strong_problem,katoenplantages,1.0,5,1
Historical_Slavery_Colonialism,koffiebomen,0.95,strong_problem,koffieplantage,0.8081,2,0
Historical_Slavery_Colonialism,koffieplantage,0.95,strong_problem,koffieplantage,1.0,13,1
Historical_Slavery_Colonialism,koffieplantages,0.95,strong_problem,koffieplantage,0.9587,5,0
Historical_Slavery_Colonialism,koloniaal,0.95,strong_problem,koloniale,0.9781,77,0
Historical_Slavery_Colonialism,koloniale,0.95,strong_problem,koloniale,1.0,524,1
Historical_Slavery_Colonialism,koloniale-,0.95,strong_problem,koloniale,0.9819,2,0
Historical_Slavery_Colonialism,kolonialen,0.95,strong_problem,kolonisten,0.9085,4,0
Historical_Slavery_Colonialism,kolonie,0.95,strong_problem,kolonie,1.0,207,1
Historical_Slavery_Colonialism,kolonien,0.95,strong_problem,kolonisten,0.9085,21,0
Historical_Slavery_Colonialism,kolonisatie,0.95,strong_problem,kolonisatie,1.0,23,1
Historical_Slavery_Colonialism,kolonisatie-,0.95,strong_problem,kolonisatie,0.9721,2,0
Historical_Slavery_Colonialism,kolonisatieplannen,0.95,strong_problem,kolonisatie,0.7676,2,0
Historical_Slavery_Colonialism,kolonisator,0.95,strong_problem,kolonisten,0.717,11,0
Historical_Slavery_Colonialism,kolonisatoren,0.95,strong_problem,kolonisten,0.7871,9,0
Historical_Slavery_Colonialism,koloniseren,0.95,strong_problem,kolonisatie,0.9202,3,0
Historical_Slavery_Colonialism,koloniserende,0.95,strong_problem,kolonisatie,0.8581,2,0
Historical_Slavery_Colonialism,kolonisten,0.95,strong_problem,kolonisten,1.0,62,1
Historical_Slavery_Colonialism,koopvaardijschepen,0.95,strong_problem,slavenschepen,0.8002,2,0
Historical_Slavery_Colonialism,laat-koloniale,0.95,strong_problem,koloniale,0.776,2,0
Historical_Slavery_Colonialism,marineschepen,0.95,strong_problem,slavenschepen,0.7853,4,0
Historical_Slavery_Colonialism,marineschip,0.95,strong_problem,slavenschip,0.7861,6,0
Historical_Slavery_Colonialism,ontdekking,0.95,strong_problem,beschaving,0.7488,6,0
Historical_Slavery_Colonialism,oorlogsschepen,0.95,strong_problem,slavenschepen,0.7957,7,0
Historical_Slavery_Colonialism,oorlogsschip,0.95,strong_problem,slavenschip,0.775,7,0
Historical_Slavery_Colonialism,plantagearbeid,0.95,strong_problem,plantageslavernij,0.7568,4,0
Historical_Slavery_Colonialism,plantagelandbouw,0.95,strong_problem,plantagesamenleving,0.7743,8,0
Historical_Slavery_Colonialism,plantageleven,0.95,strong_problem,plantagesamenleving,0.8122,5,0
Historical_Slavery_Colonialism,plantages,0.95,strong_problem,plantagesamenleving,0.8109,214,0
Historical_Slavery_Colonialism,plantagesamenleving,0.95,strong_problem,plantagesamenleving,1.0,4,1
Historical_Slavery_Colonialism,plantageslavernij,0.95,strong_problem,plantageslavernij,1.0,3,1
Historical_Slavery_Colonialism,planterssamenleving,0.95,strong_problem,plantagesamenleving,0.8473,2,0
Historical_Slavery_Colonialism,postkoloniaal,0.95,strong_problem,koloniale,0.8211,4,0
Historical_Slavery_Colonialism,prioriteit,0.95,strong_problem,superioriteit,0.8354,18,0
Historical_Slavery_Colonialism,raciaal,0.95,strong_problem,raciaal,1.0,6,1
Historical_Slavery_Colonialism,raciale,0.95,strong_problem,raciale,1.0,29,1
Historical_Slavery_Colonialism,racism,0.95,strong_problem,raciale,0.7722,5,0
Historical_Slavery_Colonialism,racist,0.95,strong_problem,raciaal,0.7568,2,0
Historical_Slavery_Colonialism,scheepskapiteins,0.95,strong_problem,slavenschepen,0.7389,2,0
Historical_Slavery_Colonialism,schepen,0.95,strong_problem,slavenschepen,0.8591,165,0
Historical_Slavery_Colonialism,schepenen,0.95,strong_problem,slavenschepen,0.8341,6,0
Historical_Slavery_Colonialism,schip,0.95,strong_problem,slavenschip,0.8541,143,0
Historical_Slavery_Colonialism,schiphol,0.95,strong_problem,slavenschip,0.7388,3,0
Historical_Slavery_Colonialism,schipper,0.95,strong_problem,slavenschip,0.7281,10,0
Historical_Slavery_Colonialism,slaaf-gemaakt,0.95,strong_problem,slaafgemaakte,0.8827,2,0
Historical_Slavery_Colonialism,slaaf-gemaakte,0.95,strong_problem,slaafgemaakte,0.9095,9,0
Historical_Slavery_Colonialism,slaafgemaakt,0.95,strong_problem,slaafgemaakte,0.8907,13,0
Historical_Slavery_Colonialism,slaafgemaakte,0.95,strong_problem,slaafgemaakte,1.0,144,1
Historical_Slavery_Colonialism,slavenbezit,0.95,strong_problem,slavenhouders,0.7632,2,0
Historical_Slavery_Colonialism,slavenbezitters,0.95,strong_problem,slavenhandelaren,0.8489,2,0
Historical_Slavery_Colonialism,slavendrijver,0.95,strong_problem,slavenhalers,0.7446,2,0
Historical_Slavery_Colonialism,slavendrijvers,0.95,strong_problem,slavenhouders,0.8113,2,0
Historical_Slavery_Colonialism,slaveneigenaars,0.95,strong_problem,slavenhouders,0.8408,4,0
Historical_Slavery_Colonialism,slaveneigenaren,0.95,strong_problem,slavenhouders,0.7187,35,0
Historical_Slavery_Colonialism,slavenhaler,0.95,strong_problem,slavenhalers,0.8794,6,0
Historical_Slavery_Colonialism,slavenhalers,0.95,strong_problem,slavenhalers,1.0,27,1
Historical_Slavery_Colonialism,slavenhandelaar,0.95,strong_problem,slavenhandelaren,0.8603,14,0
Historical_Slavery_Colonialism,slavenhandelaars,0.95,strong_problem,slavenhandelaren,0.9213,2,0
Historical_Slavery_Colonialism,slavenhandelaren,0.95,strong_problem,slavenhandelaren,1.0,50,1
Historical_Slavery_Colonialism,slavenhandelrederijen,0.95,strong_problem,slavenhandelaren,0.8921,2,0
Historical_Slavery_Colonialism,slavenhandelsrederij,0.95,strong_problem,slavenhandelaren,0.7566,4,0
Historical_Slavery_Colonialism,slavenhandelsrederijen,0.95,strong_problem,slavenhandelaren,0.7874,9,0
Historical_Slavery_Colonialism,slavenhoudenden,0.95,strong_problem,slavenhouders,0.8651,2,0
Historical_Slavery_Colonialism,slavenhouder,0.95,strong_problem,slavenhouders,0.891,7,0
Historical_Slavery_Colonialism,slavenhouders,0.95,strong_problem,slavenhouders,1.0,50,1
Historical_Slavery_Colonialism,slavenjacht,0.95,strong_problem,slavenschip,0.7744,2,0
Historical_Slavery_Colonialism,slavenjagers,0.95,strong_problem,slavenhalers,0.7811,4,0
Historical_Slavery_Colonialism,slavenkopers,0.95,strong_problem,slavenhandelaren,0.8203,2,0
Historical_Slavery_Colonialism,slavenleider,0.95,strong_problem,slavenhouders,0.7841,2,0
Historical_Slavery_Colonialism,slavenmaatschappij,0.95,strong_problem,slavenhouders,0.7364,15,0
Historical_Slavery_Colonialism,slavenmakelaars,0.95,strong_problem,slavenhandelaren,0.7668,3,0
Historical_Slavery_Colonialism,slavenmakers,0.95,strong_problem,slavenhouders,0.818,4,0
Historical_Slavery_Colonialism,slavenmarkt,0.95,strong_problem,slavenmarkt,1.0,11,1
Historical_Slavery_Colonialism,slavenmarkten,0.95,strong_problem,slavenmarkt,0.9522,12,0
Historical_Slavery_Colonialism,slavenrederij,0.95,strong_problem,slavenhouders,0.7606,2,0
Historical_Slavery_Colonialism,slavenrederijen,0.95,strong_problem,slavenhouders,0.7825,3,0
Historical_Slavery_Colonialism,slavenschepen,0.95,strong_problem,slavenschepen,1.0,120,1
Historical_Slavery_Colonialism,slavenschip,0.95,strong_problem,slavenschip,1.0,87,1
Historical_Slavery_Colonialism,slavenvaart,0.95,strong_problem,slavenschepen,0.7797,17,0
Historical_Slavery_Colonialism,slavenverkoop,0.95,strong_problem,slavenmarkt,0.8438,3,0
Historical_Slavery_Colonialism,smokkelschepen,0.95,strong_problem,slavenschepen,0.8281,2,0
Historical_Slavery_Colonialism,suikerplantage,0.95,strong_problem,suikerplantages,0.9646,6,0
Historical_Slavery_Colonialism,suikerplantages,0.95,strong_problem,suikerplantages,1.0,18,1
Historical_Slavery_Colonialism,suikerplanters,0.95,strong_problem,suikerplantages,0.8271,3,0
Historical_Slavery_Colonialism,suikerrietplantage,0.95,strong_problem,suikerplantages,0.8932,3,0
Historical_Slavery_Colonialism,suikerrietplantages,0.95,strong_problem,suikerplantages,0.9119,2,0
Historical_Slavery_Colonialism,suikerteelt,0.95,strong_problem,suikerplantages,0.7965,2,0
Historical_Slavery_Colonialism,superioriteit,0.95,strong_problem,superioriteit,1.0,17,1
Historical_Slavery_Colonialism,vaartuig,0.95,strong_problem,slavenschip,0.7336,4,0
Historical_Slavery_Colonialism,vaartuigen,0.95,strong_problem,slavenschepen,0.7154,3,0
Historical_Slavery_Colonialism,vroeg-koloniale,0.95,strong_problem,koloniale,0.7961,2,0
Historical_Slavery_Colonialism,zeilschepen,0.95,strong_problem,slavenschepen,0.7305,3,0
Historical_Slavery_Colonialism,zeilschip,0.95,strong_problem,slavenschip,0.7662,2,0
Historical_Slavery_Colonialism,aanneming,0.85,related_strong,afschaffing,0.7204,8,0
Historical_Slavery_Colonialism,afdwingen,0.85,related_strong,afschaffing,0.7334,3,0
Historical_Slavery_Colonialism,afwerpen,0.85,related_strong,afschaffing,0.7434,2,0
Historical_Slavery_Colonialism,antidiscriminatie-,0.85,related_strong,rassendiscriminatie,0.7457,2,0
Historical_Slavery_Colonialism,bekostiging,0.85,related_strong,afschaffing,0.7339,32,0
Historical_Slavery_Colonialism,discrimineren,0.85,related_strong,rassendiscriminatie,0.7471,8,0
Historical_Slavery_Colonialism,discriminerend,0.85,related_strong,rassendiscriminatie,0.7457,9,0
Historical_Slavery_Colonialism,discriminerende,0.85,related_strong,rassendiscriminatie,0.7165,10,0
Historical_Slavery_Colonialism,gediscrimineerde,0.85,related_strong,rassendiscriminatie,0.7343,2,0
Historical_Slavery_Colonialism,huisslaaf,0.85,related_strong,slaaf,0.7408,2,0
Historical_Slavery_Colonialism,huisslaven,0.85,related_strong,slaven,0.7431,6,0
Historical_Slavery_Colonialism,kust-koloniën,0.85,related_strong,koloniën,0.7377,2,0
Historical_Slavery_Colonialism,non-discriminatiegronden,0.85,related_strong,rassendiscriminatie,0.7462,3,0
Historical_Slavery_Colonialism,plantageproducten,0.85,related_strong,plantagesysteem,0.7388,6,0
Historical_Slavery_Colonialism,rederij,0.85,related_strong,afschaffing,0.735,18,0
Historical_Slavery_Colonialism,slaafmakers,0.85,related_strong,slaaf,0.741,5,0
Historical_Slavery_Colonialism,slavenkinderen,0.85,related_strong,slaven,0.7208,2,0
Historical_Slavery_Colonialism,slavernijmusea,0.85,related_strong,slavernijverleden,0.7197,2,0
Historical_Slavery_Colonialism,sloepen,0.85,related_strong,slaaf,0.7368,4,0
Historical_Slavery_Colonialism,uitbetaling,0.85,related_strong,afschaffing,0.7285,4,0
Historical_Slavery_Colonialism,uitgifte,0.85,related_strong,afschaffing,0.7344,6,0
Historical_Slavery_Colonialism,vermindering,0.85,related_strong,afschaffing,0.7289,6,0
Historical_Slavery_Colonialism,verscheping,0.85,related_strong,afschaffing,0.7236,7,0
Historical_Slavery_Colonialism,verschuiving,0.85,related_strong,afschaffing,0.7409,15,0
Historical_Slavery_Colonialism,voc-gebieden,0.85,related_strong,voc,0.731,3,0
Historical_Slavery_Colonialism,voc-kamer,0.85,related_strong,voc,0.7431,3,0
Historical_Slavery_Colonialism,voc-nederzettingen,0.85,related_strong,voc,0.7296,2,0
Historical_Slavery_Colonialism,vrouwenemancipatie,0.85,related_strong,emancipatie,0.7453,2,0
Historical_Slavery_Colonialism,wic-kamer,0.85,related_strong,wic,0.7143,3,0
Historical_Slavery_Colonialism,wic-monopolie,0.85,related_strong,wic,0.7366,3,0
Historical_Slavery_Colonialism,wic-schepen,0.85,related_strong,wic,0.7179,3,0
Historical_Slavery_Colonialism,arbeid,0.75,related_moderate,slavenarbeid,0.7349,125,0
Historical_Slavery_Colonialism,dekolonisatie,0.75,related_moderate,dekolonisatie,1.0,14,1
Historical_Slavery_Colonialism,dekolonisatieoorlog,0.75,related_moderate,dekolonisatie,0.7423,2,0
Historical_Slavery_Colonialism,dekolonisatieoorlogen,0.75,related_moderate,dekolonisatie,0.7545,2,0
Historical_Slavery_Colonialism,dekoloniserend,0.75,related_moderate,dekolonisatie,0.8542,2,0
Historical_Slavery_Colonialism,gedekoloniseerd,0.75,related_moderate,dekolonisatie,0.777,4,0
Historical_Slavery_Colonialism,gedekoloniseerde,0.75,related_moderate,dekolonisatie,0.7749,3,0
Historical_Slavery_Colonialism,gekoloniseerden,0.75,related_moderate,dekolonisatie,0.7505,6,0
Historical_Slavery_Colonialism,koloniaal-raciale,0.75,related_moderate,koloniaal-raciale,1.0,1,1
Historical_Slavery_Colonialism,landarbeiders,0.75,related_moderate,slavenarbeid,0.7165,2,0
Historical_Slavery_Colonialism,landbouwkolonie,0.75,related_moderate,plantagekolonie,0.7514,4,0
Historical_Slavery_Colonialism,plantage-economie,0.75,related_moderate,plantage-economie,1.0,10,1
Historical_Slavery_Colonialism,plantageareaal,0.75,related_moderate,plantage-economie,0.7562,3,0
Historical_Slavery_Colonialism,plantagekolonie,0.75,related_moderate,plantagekolonie,1.0,6,1
Historical_Slavery_Colonialism,plantagekoloniën,0.75,related_moderate,plantagekolonie,0.8372,20,0
Historical_Slavery_Colonialism,plantageproductie,0.75,related_moderate,plantage-economie,0.7463,2,0
Historical_Slavery_Colonialism,plantagesector,0.75,related_moderate,plantage-economie,0.8064,5,0
Historical_Slavery_Colonialism,rasdenken,0.75,related_moderate,rasdenken,1.0,2,1
Historical_Slavery_Colonialism,rassenconflict,0.75,related_moderate,rassenverhoudingen,0.7171,2,0
Historical_Slavery_Colonialism,rassentheorieën,0.75,related_moderate,rassentheorieën,1.0,2,1
Historical_Slavery_Colonialism,rassenverhoudingen,0.75,related_moderate,rassenverhoudingen,1.0,3,1
Historical_Slavery_Colonialism,slavenarbeid,0.75,related_moderate,slavenarbeid,1.0,17,1
Historical_Slavery_Colonialism,slavenbevrijding,0.75,related_moderate,slavenopstand,0.7773,4,0
Historical_Slavery_Colonialism,slavenmacht,0.75,related_moderate,slavenverzet,0.7326,8,0
Historical_Slavery_Colonialism,slavenopstand,0.75,related_moderate,slavenopstand,1.0,24,1
Historical_Slavery_Colonialism,slavenopstanden,0.75,related_moderate,slavenopstand,0.8124,12,0
Historical_Slavery_Colonialism,slavenverzet,0.75,related_moderate,slavenverzet,1.0,6,1
Historical_Slavery_Colonialism,slavernijcomplex,0.75,related_moderate,slavernijsysteem,0.8044,2,0
Historical_Slavery_Colonialism,slavernijgeschiedenis,0.75,related_moderate,slavernijgeschiedenis,1.0,29,1
Historical_Slavery_Colonialism,slavernijpolitiek,0.75,related_moderate,slavernijsysteem,0.8498,2,0
Historical_Slavery_Colonialism,slavernijsysteem,0.75,related_moderate,slavernijsysteem,1.0,25,1
Historical_Slavery_Colonialism,superioriteitsdenken,0.75,related_moderate,superioriteitsdenken,1.0,2,1
Historical_Slavery_Colonialism,superioriteitsgevoel,0.75,related_moderate,superioriteitsgevoel,1.0,3,1
Historical_Slavery_Colonialism,geschiedenis,0.55,era_context,geschiedenis,1.0,316,1
Historical_Slavery_Colonialism,geschiedenis-,0.55,era_context,geschiedenis,0.9438,2,0
Historical_Slavery_Colonialism,geschiedenisboek,0.55,era_context,geschiedenis,0.7541,3,0
Historical_Slavery_Colonialism,geschiedenissen,0.55,era_context,geschiedenis,0.8485,17,0
Historical_Slavery_Colonialism,historica,0.55,era_context,geschiedenis,0.783,3,0
Historical_Slavery_Colonialism,historical,0.55,era_context,geschiedenis,0.8672,3,0
Historical_Slavery_Colonialism,historici,0.55,era_context,geschiedenis,0.7328,69,0
Historical_Slavery_Colonialism,historicus,0.55,era_context,geschiedenis,0.7378,72,0
Historical_Slavery_Colonialism,historie,0.55,era_context,geschiedenis,0.9247,4,0
Historical_Slavery_Colonialism,historisch,0.55,era_context,geschiedenis,0.7319,83,0
Historical_Slavery_Colonialism,history,0.55,era_context,geschiedenis,0.8874,9,0
Historical_Slavery_Colonialism,schiedenis,0.55,era_context,geschiedenis,0.9059,3,0
Historical_Slavery_Colonialism,verleden,0.55,era_context,geschiedenis,0.7854,229,0
Historical_Slavery_Colonialism,voorgeschiedenis,0.55,era_context,geschiedenis,0.7989,5,0
Structural_Continuity_Neocolonial,dekoloniaal,1.0,core_problem,postkoloniale,0.7782,2,0
Structural_Continuity_Neocolonial,doorontwikkeling,1.0,core_problem,onderontwikkeling,0.7708,12,0
Structural_Continuity_Neocolonial,doorwerking,1.0,core_problem,doorwerking,1.0,75,1
Structural_Continuity_Neocolonial,doorwerkingen,1.0,core_problem,doorwerkingen,1.0,83,1
Structural_Continuity_Neocolonial,dékoloniale,1.0,core_problem,postkoloniale,0.8155,2,0
Structural_Continuity_Neocolonial,erfenis,1.0,core_problem,erfenis,1.0,52,1
Structural_Continuity_Neocolonial,erfenissen,1.0,core_problem,erfenissen,1.0,29,1
Structural_Continuity_Neocolonial,koloniaal,1.0,core_problem,postkoloniale,0.8665,77,0
Structural_Continuity_Neocolonial,koloniale-,1.0,core_problem,postkoloniale,0.8567,2,0
Structural_Continuity_Neocolonial,kolonialen,1.0,core_problem,postkoloniale,0.7818,4,0
Structural_Continuity_Neocolonial,kolonies,1.0,core_problem,postkoloniale,0.7755,6,0
Structural_Continuity_Neocolonial,kolonisatie-,1.0,core_problem,postkoloniale,0.7634,2,0
Structural_Continuity_Neocolonial,laat-koloniale,1.0,core_problem,postkoloniale,0.8206,2,0
Structural_Continuity_Neocolonial,neokoloniale,1.0,core_problem,neokoloniale,1.0,2,1
Structural_Continuity_Neocolonial,onderbouw,1.0,core_problem,onderontwikkeling,0.8546,3,0
Structural_Continuity_Neocolonial,onderbouwd,1.0,core_problem,onderontwikkeling,0.752,7,0
Structural_Continuity_Neocolonial,onderbouwen,1.0,core_problem,onderontwikkeling,0.8094,4,0
Structural_Continuity_Neocolonial,onderbouwing,1.0,core_problem,onderontwikkeling,0.7659,12,0
Structural_Continuity_Neocolonial,onderontwikkeld,1.0,core_problem,onderontwikkeling,0.8475,2,0
Structural_Continuity_Neocolonial,onderontwikkeling,1.0,core_problem,onderontwikkeling,1.0,2,1
Structural_Continuity_Neocolonial,postkoloniaal,1.0,core_problem,postkoloniale,0.9762,4,0
Structural_Continuity_Neocolonial,postkoloniale,1.0,core_problem,postkoloniale,1.0,18,1
Structural_Continuity_Neocolonial,slavernijerfenis,1.0,core_problem,slavernijerfenis,1.0,1,1
Structural_Continuity_Neocolonial,slavernijerfgoed,1.0,core_problem,slavernijerfenis,0.7882,2,0
Structural_Continuity_Neocolonial,structureel,1.0,core_problem,structureel,1.0,79,1
Structural_Continuity_Neocolonial,structurele,1.0,core_problem,structurele,1.0,94,1
Structural_Continuity_Neocolonial,vroeg-koloniale,1.0,core_problem,postkoloniale,0.8192,2,0
Structural_Continuity_Neocolonial,werkingen,1.0,core_problem,doorwerkingen,0.8783,4,0
Structural_Continuity_Neocolonial,aantrekken,0.95,strong_problem,doorwerken,0.6775,13,0
Structural_Continuity_Neocolonial,aanvoer,0.95,strong_problem,uitstroom,0.7967,57,0
Structural_Continuity_Neocolonial,aanwas,0.95,strong_problem,uitbuiting,0.6979,2,0
Structural_Continuity_Neocolonial,achterstandspositie,0.95,strong_problem,achterstandspositie,1.0,2,1
Structural_Continuity_Neocolonial,afbreking,0.95,strong_problem,uitbuiting,0.6993,5,0
Structural_Continuity_Neocolonial,afdoende,0.95,strong_problem,voortdurend,0.7102,13,0
Structural_Continuity_Neocolonial,afgaand,0.95,strong_problem,voortdurend,0.6982,2,0
Structural_Continuity_Neocolonial,afhankelijkheid,0.95,strong_problem,afhankelijkheid,1.0,17,1
Structural_Continuity_Neocolonial,afhankelijkheidsrelatie,0.95,strong_problem,afhankelijkheidsrelatie,1.0,3,1
Structural_Continuity_Neocolonial,afkeer,0.95,strong_problem,uitstroom,0.6965,12,0
Structural_Continuity_Neocolonial,aflopen,0.95,strong_problem,uitstroom,0.6735,3,0
Structural_Continuity_Neocolonial,aflossing,0.95,strong_problem,uitstroom,0.6919,10,0
Structural_Continuity_Neocolonial,afrondende,0.95,strong_problem,voortdurend,0.6949,2,0
Structural_Continuity_Neocolonial,afronding,0.95,strong_problem,uitstroom,0.6777,7,0
Structural_Continuity_Neocolonial,afstroom,0.95,strong_problem,uitstroom,0.8548,2,0
Structural_Continuity_Neocolonial,afweken,0.95,strong_problem,uitstroom,0.6834,2,0
Structural_Continuity_Neocolonial,afzet,0.95,strong_problem,uitstroom,0.6819,3,0
Structural_Continuity_Neocolonial,alledaags,0.95,strong_problem,hedendaagse,0.6963,14,0
Structural_Continuity_Neocolonial,alledaagse,0.95,strong_problem,hedendaagse,0.8102,15,0
Structural_Continuity_Neocolonial,arbeidsmigranten,0.95,strong_problem,emigratie,0.6771,4,0
Structural_Continuity_Neocolonial,arriveerde,0.95,strong_problem,gemarginaliseerde,0.6784,10,0
Structural_Continuity_Neocolonial,asielmigranten,0.95,strong_problem,emigratie,0.6918,2,0
Structural_Continuity_Neocolonial,avonds,0.95,strong_problem,hedendaagse,0.6702,12,0
Structural_Continuity_Neocolonial,bezetting,0.95,strong_problem,uitbuiting,0.6989,30,0
Structural_Continuity_Neocolonial,blijft,0.95,strong_problem,voortdurende,0.6876,102,0
Structural_Continuity_Neocolonial,blijvend,0.95,strong_problem,voortdurend,0.679,9,0
Structural_Continuity_Neocolonial,blijvende,0.95,strong_problem,voortdurende,0.7099,9,0
Structural_Continuity_Neocolonial,chroni-,0.95,strong_problem,chronische,0.8625,2,0
Structural_Continuity_Neocolonial,chronisch,0.95,strong_problem,chronische,0.9703,8,0
Structural_Continuity_Neocolonial,chronische,0.95,strong_problem,chronische,1.0,17,1
Structural_Continuity_Neocolonial,chronologie,0.95,strong_problem,chronische,0.7604,2,0
Structural_Continuity_Neocolonial,chronologische,0.95,strong_problem,chronische,0.8832,3,0
Structural_Continuity_Neocolonial,continueren,0.95,strong_problem,voortdurend,0.7218,5,0
Structural_Continuity_Neocolonial,continuering,0.95,strong_problem,voortdurende,0.6809,3,0
Structural_Continuity_Neocolonial,daagelijks,0.95,strong_problem,hedendaagse,0.803,3,0
Structural_Continuity_Neocolonial,daags,0.95,strong_problem,hedendaagse,0.7729,2,0
Structural_Continuity_Neocolonial,daagse,0.95,strong_problem,hedendaagse,0.6766,4,0
Structural_Continuity_Neocolonial,dagelijks,0.95,strong_problem,hedendaagse,0.6786,58,0
Structural_Continuity_Neocolonial,deportatie,0.95,strong_problem,emigratie,0.7282,2,0
Structural_Continuity_Neocolonial,diepgeworteld,0.95,strong_problem,diepgewortelde,0.7625,2,0
Structural_Continuity_Neocolonial,diepgewortelde,0.95,strong_problem,diepgewortelde,1.0,8,1
Structural_Continuity_Neocolonial,diepgravend,0.95,strong_problem,diepgewortelde,0.7031,2,0
Structural_Continuity_Neocolonial,doorgaat,0.95,strong_problem,doorwerkt,0.6796,3,0
Structural_Continuity_Neocolonial,doorgeschoven,0.95,strong_problem,doorwerkt,0.6705,6,0
Structural_Continuity_Neocolonial,doorgevoerd,0.95,strong_problem,doorwerkt,0.7348,14,0
Structural_Continuity_Neocolonial,doorgevoerde,0.95,strong_problem,doorwerkt,0.71,2,0
Structural_Continuity_Neocolonial,doorgewerkt,0.95,strong_problem,doorwerkt,0.7908,2,0
Structural_Continuity_Neocolonial,doorlopende,0.95,strong_problem,doorwerken,0.6994,6,0
Structural_Continuity_Neocolonial,doorstroom,0.95,strong_problem,uitstroom,0.7098,14,0
Structural_Continuity_Neocolonial,doorstroom-,0.95,strong_problem,uitstroom,0.686,4,0
Structural_Continuity_Neocolonial,doorverwijzen,0.95,strong_problem,doorwerken,0.6803,2,0
Structural_Continuity_Neocolonial,doorvoeren,0.95,strong_problem,doorwerken,0.7346,5,0
Structural_Continuity_Neocolonial,doorwerken,0.95,strong_problem,doorwerken,1.0,10,1
Structural_Continuity_Neocolonial,doorwerkt,0.95,strong_problem,doorwerkt,1.0,2,1
Structural_Continuity_Neocolonial,duiding,0.95,strong_problem,uitstroom,0.6723,6,0
Structural_Continuity_Neocolonial,durend,0.95,strong_problem,voortdurend,0.8184,2,0
Structural_Continuity_Neocolonial,durende,0.95,strong_problem,voortdurende,0.8614,3,0
Structural_Continuity_Neocolonial,emigranten,0.95,strong_problem,emigratie,0.8948,6,0
Structural_Continuity_Neocolonial,emigratie,0.95,strong_problem,emigratie,1.0,15,1
Structural_Continuity_Neocolonial,expeditie,0.95,strong_problem,emigratie,0.68,6,0
Structural_Continuity_Neocolonial,extractie,0.95,strong_problem,extractie,1.0,2,1
Structural_Continuity_Neocolonial,extractiekapitalisme,0.95,strong_problem,extractiekapitalisme,1.0,1,1
Structural_Continuity_Neocolonial,extractieve,0.95,strong_problem,extractieve,1.0,1,1
Structural_Continuity_Neocolonial,gedecentraliseerde,0.95,strong_problem,gemarginaliseerde,0.7368,3,0
Structural_Continuity_Neocolonial,gedurende,0.95,strong_problem,voortdurend,0.7018,119,0
Structural_Continuity_Neocolonial,gemarginaliseerd,0.95,strong_problem,gemarginaliseerd,1.0,4,1
Structural_Continuity_Neocolonial,gemarginaliseerde,0.95,strong_problem,gemarginaliseerde,1.0,12,1
Structural_Continuity_Neocolonial,gerealiseerd,0.95,strong_problem,gemarginaliseerde,0.684,25,0
Structural_Continuity_Neocolonial,gerealiseerde,0.95,strong_problem,gemarginaliseerde,0.7031,7,0
Structural_Continuity_Neocolonial,gewortelde,0.95,strong_problem,diepgewortelde,0.7696,2,0
Structural_Continuity_Neocolonial,hedendaags,0.95,strong_problem,hedendaagse,0.7016,17,0
Structural_Continuity_Neocolonial,hedendaagse,0.95,strong_problem,hedendaagse,1.0,78,1
Structural_Continuity_Neocolonial,hervatten,0.95,strong_problem,doorwerken,0.6691,3,0
Structural_Continuity_Neocolonial,ijdig,0.95,strong_problem,voortdurende,0.6996,2,0
Structural_Continuity_Neocolonial,immigranten,0.95,strong_problem,emigratie,0.7976,22,0
Structural_Continuity_Neocolonial,immigratie,0.95,strong_problem,emigratie,0.9252,49,0
