topic,term,cosine,df,weight,category,parent,is_seed,phase1_decision,phase1_reason,phase2_flag,phase2_priority,phase3_decision,phase3_action
Structural_Continuity_Neocolonial,periodieke,0.6799,11,0.9,strongly_related,chronische,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,doorgaat,0.6796,3,0.9,strongly_related,doorwerkt,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,intrekking,0.6795,4,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,blijvend,0.679,9,0.9,strongly_related,voortdurend,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,antikoloniale,0.6789,7,1.0,core,postkoloniale,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,bouw-,0.6788,2,1.0,core,structurele,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,dagelijks,0.6786,58,0.9,strongly_related,hedendaagse,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,voorbijgaan,0.6784,5,0.9,strongly_related,voortdurende,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,arriveerde,0.6784,10,0.9,strongly_related,gemarginaliseerde,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,bouwen,0.6782,42,1.0,core,structurele,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,tijdige,0.678,2,0.9,strongly_related,voortdurende,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,afronding,0.6777,7,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,aantrekken,0.6775,13,0.9,strongly_related,doorwerken,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,wekelijkse,0.6772,2,0.9,strongly_related,hedendaagse,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,arbeidsmigranten,0.6771,4,0.9,strongly_related,emigratie,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,uitgaat,0.677,5,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,onderhorigheden,0.6767,2,0.7,moderately_related,ongelijkheden,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,daagse,0.6766,4,0.9,strongly_related,hedendaagse,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,vergoeden,0.6766,3,0.9,strongly_related,verwaarlozing,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,voortgekomen,0.6762,10,0.9,strongly_related,voortdurende,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,uitstek,0.6759,13,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,voort-,0.6758,8,0.9,strongly_related,voortdurend,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,koloniseren,0.6757,3,1.0,core,postkoloniale,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,uitgekeerd,0.6757,9,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,verstrekte,0.6752,16,0.9,strongly_related,voortdurend,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,migratiestromen,0.6749,2,0.9,strongly_related,emigratie,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,nachts,0.6747,7,0.9,strongly_related,hedendaagse,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,heritage,0.6742,6,1.0,core,erfenis,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,aflopen,0.6735,3,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,doorontwikkeld,0.6729,6,1.0,core,onderontwikkeling,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,uitdagende,0.6727,3,0.9,strongly_related,voortdurend,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,duiding,0.6723,6,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,verwerven,0.6722,16,0.9,strongly_related,doorwerken,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,migratiegeschiedenis,0.6719,2,0.9,strongly_related,emigratie,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,vervallen,0.6715,13,0.9,strongly_related,verwaarlozing,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,ontvolkingen,0.6712,3,0.7,moderately_related,ongelijkheden,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,doorgeschoven,0.6705,6,0.9,strongly_related,doorwerkt,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,avonds,0.6702,12,0.9,strongly_related,hedendaagse,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,ononderbroken,0.6701,3,0.9,strongly_related,voortdurend,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,gekoloniseerden,0.6698,6,1.0,core,postkoloniale,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,
Structural_Continuity_Neocolonial,toevoer,0.6696,4,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,toestroom,0.6696,6,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,hervatten,0.6691,3,0.9,strongly_related,doorwerken,0,KEEP,,,0,KEEP,
Structural_Continuity_Neocolonial,uitweg,0.6683,4,0.9,strongly_related,uitstroom,0,KEEP,,,0,KEEP,
