topic,term,cosine,df,weight,category,parent,is_seed,phase1_decision,phase1_reason,phase2_flag,phase2_priority,phase3_decision,phase3_action,phase4_decision,phase4_action,phase4_old_category,phase4_old_weight,phase5_adjustment,phase5_reason,weight_bin
Contemporary_Manifestations,afrikaanse,0.6893,235,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,afgesloten,0.689,19,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,interculturele,0.688,3,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,arbeidsgeschillenwet,0.6878,2,0.9,strongly_related,arbeidsdiscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,ex-surinamers,0.6877,2,0.9,strongly_related,afro-surinamers,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,stagepact,0.6874,8,0.9,strongly_related,stagediscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,surinaams,0.6867,5,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitreden,0.6856,6,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,arbeidsparticipatie,0.685,4,0.9,strongly_related,arbeidsdiscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,gerechtelijk,0.6848,2,0.9,strongly_related,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,nederlands-vlaamse,0.684,2,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,antilliaans,0.6835,8,0.9,strongly_related,afro-antillianen,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,grijze,0.6832,3,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,surinamers,0.6827,22,0.9,strongly_related,afro-surinamers,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitroeiing,0.6825,3,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,nederlanders,0.6821,279,0.9,strongly_related,afro-nederlanders,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,veroordeeld,0.6798,30,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitstrekt,0.6798,4,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,anti-,0.6796,7,0.9,strongly_related,anti-zwart,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,afkeer,0.6793,12,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,zwart-wit,0.6792,4,0.9,strongly_related,anti-zwart,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,paars,0.6785,2,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,afro-curaçaose,0.6782,2,0.9,strongly_related,afro-caribische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,amerikaans,0.6777,3,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,voortrekken,0.6773,2,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,opvatting,0.6771,26,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,veronderstellingen,0.6766,3,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,veroordeelden,0.6766,6,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitnodigen,0.6765,2,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,latijns-amerika,0.6761,10,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,amerikaanse,0.6759,74,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,arbeidsuitbuiting,0.6758,3,0.9,strongly_related,arbeidsdiscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,niet-witte,0.6757,4,0.9,strongly_related,anti-zwart,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,psychologische,0.6756,11,0.9,strongly_related,systematisch,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitge-,0.6754,8,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,witte,0.6754,195,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,blank,0.675,7,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,aziatisch,0.6736,4,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,arbeidsdwang,0.6733,4,0.9,strongly_related,arbeidsdiscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,landse,0.6732,41,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,voorname,0.6729,8,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitmaken,0.6729,20,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,amerikanen,0.6726,14,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,kleur,0.6724,78,0.7,moderately_related,huidskleuren,0,KEEP,,,0,KEEP,,KEEP,,moderately_related,0.7,0.0,,0.60-0.69
Contemporary_Manifestations,bloedens,0.6707,2,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,caribisch,0.6697,340,0.72,strongly_related,afro-caribische,0,KEEP,,,0,REWEIGHT,Lower weight by 0.15-0.20 (high frequency),KEEP,,strongly_related,0.72,0.0,,0.70-0.79
Contemporary_Manifestations,uitlatingen,0.6696,2,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,zuid-nederlanders,0.6695,3,0.9,strongly_related,afro-nederlanders,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitbannen,0.6677,6,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,noord-afrikaanse,0.6666,7,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,aziatische,0.6662,59,0.9,strongly_related,etnische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,opluchting,0.6661,2,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,voorwaarde,0.6659,49,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,verkenning,0.6655,51,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,aangesloten,0.6653,13,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,antikoloniale,0.6653,7,0.9,strongly_related,afro-antillianen,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,oost-afrika,0.6649,3,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,aansluitende,0.6642,2,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,nederlanden,0.664,79,0.9,strongly_related,afro-nederlanders,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,west-afrikaan,0.6633,2,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitstek,0.663,13,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,uitbreken,0.6625,15,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,wettelijke,0.6603,48,0.9,strongly_related,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,afzet,0.6602,3,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,wetgevend,0.6601,2,0.9,strongly_related,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitvoe-,0.66,4,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,belgische,0.6599,5,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uit-,0.6597,31,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,staatsrechtelijke,0.659,12,0.9,strongly_related,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitging,0.659,4,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,slotwet,0.6589,7,0.7,moderately_related,uitsluitingswetten,0,KEEP,,,0,KEEP,,KEEP,,moderately_related,0.7,0.0,,0.60-0.69
Contemporary_Manifestations,zwartheid,0.6588,2,0.9,strongly_related,anti-zwart,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,onttrekken,0.6584,4,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,uitvoeringstechnisch,0.6567,2,0.9,strongly_related,systemische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,blinde,0.6563,16,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,veroordeling,0.6556,7,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,onthulling,0.6555,6,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,uitwerking,0.6553,50,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,uitdragen,0.655,6,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,arbeidsregime,0.6544,2,0.9,strongly_related,arbeidsdiscriminatie,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,afro-afstam-,0.6541,2,0.9,strongly_related,afro-caribische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,nationalistische,0.6538,11,0.85,related_strong,racistische,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,grondwettelijke,0.6537,5,0.9,strongly_related,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitwisselingen,0.6534,3,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,uitgezet,0.6532,7,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,opgesloten,0.6532,14,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,autoritair,0.6528,2,0.9,strongly_related,institutioneel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,noord-afrika,0.6528,4,0.9,strongly_related,afro-surinaamse,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,nederlands-caribische,0.6527,8,0.9,strongly_related,afro-caribische,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,donker,0.6526,11,0.9,strongly_related,zwarten,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,thematische,0.6514,6,0.9,strongly_related,systematisch,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,uitstel,0.6511,3,0.85,related_strong,uitsluiting,0,KEEP,,Low cosine + high weight - verify semantic relevance,1,KEEP,,RECATEGORIZE,Low cosine for strong_problem -> related_strong (0.85),core,1.0,0.0,,0.80-0.89
Contemporary_Manifestations,geoordeeld,0.6508,5,0.9,strongly_related,vooroordeel,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
Contemporary_Manifestations,psychisch,0.6506,2,0.9,strongly_related,systematisch,0,KEEP,,,0,KEEP,,KEEP,,strongly_related,0.9,0.0,,0.80-0.89
