topic,mean,median,std,min,max,n_above_threshold,pct_above_threshold
Contemporary_Manifestations,4.5684578258204,4.5302928856855145,1.173053920847535,1.1416529056184466,8.704577919693671,2840,100.0
Historical_Slavery_Colonialism,4.824933653852458,4.774773498544822,1.2205775289852168,1.1400412342776067,8.932138518105894,2840,100.0
Structural_Continuity_Neocolonial,4.245286534761609,4.23419087463142,0.9073062159659625,1.123427177318686,7.224403805582122,2840,100.0
