chunk_uid,tokens
a3c556a4:00387,"['officieel', 'hadden', 'slaafgemaakte', 'mensen', 'wel', 'enkele', 'juridische', 'mogelijkheden', 'wreedheid', 'meeste', 'slaafgemaakten', 'wisten', 'stond', 'hen', 'toe', 'rechtbank', 'mocht', 'rechtbank', 'klacht', 'onterecht', 'slaafgemaakte', 'straf', 'wet', 'ontmoedigde', 'mensen', 'zichzelf', 'daarom', 'kwamen', 'slaafgemaakten', 'manieren', 'vaak', 'schalig', 'achter', 'gesloten', 'soms', 'vorm', 'georganiseerde', 'scheepsopstanden', 'regelmatig', 'kwamen', 'gevangenen', 'verzet', 'schepen', 'waarmee', 'vervoerd', 'boord', 'voc-schip', 'eemland', 'voorbeeld', 'schip', 'meter', 'bemanning', 'tussen', 'boord', 'groep', 'slaafgemaakte', 'mensen', 'vrouwen', 'schip', 'kwam', 'mensen', 'minder', 'westkust', 'kust', 'madagaskar', 'opstand', 'verschillende', 'slaafgemaakten', 'hadden', 'losgebroken', 'klein', 'aantal', 'probeerde', 'ontsnappen', 'overboord', 'opstandige', 'slaven', 'werden', 'bemanning', 'verslag', 'kapitein', 'schreef', 'voc', 'gaat', 'vooral', 'kosten', 'kennelijk', 'grootste', 'zorg', 'gedode', 'vermiste', 'slaafgemaakten', 'hadden', 'voc', 'gulden', 'opstand', 'meermin', 'ander', 'voorbeeld', 'opstand', 'revolte', 'voc-schip', 'meermin', 'slaafgemaakten', 'aangekocht', 'madagaskar', 'vervoerd', 'kaap', 'goede', 'hoop', 'groep', 'gemaakten', 'dek', 'speren', 'kapitein', 'moest', 'zagen', 'speren', 'vielen', 'bemanning', 'namen', 'schip']"
a3c556a4:00388,"['dagenlange', 'impasse', 'kwamen', 'overeen', 'slaafgemaakten', 'controle', 'schip', 'zouden', 'houden', 'bemanning', 'schip', 'land', 'schip', 'kwam', 'kust', 'land', 'brak', 'veldslag', 'waarbij', 'meeste', 'slaafgemaakten', 'gevangen', 'werden', 'genomen', 'scheepsopstanden', 'kwamen', 'vaker', 'naast', 'eemland', 'meermin', 'kwamen', 'slaafgemaakten', 'opstand', 'drie', 'slot', 'ter', 'hoge', 'opstanden', 'soms', 'opstandelingen', 'delfland', 'wisten', 'inderdaad', 'zichzelf', 'veiligheid', 'soms', 'viel', 'wanhopige', 'slaafgemaakte', 'eentje', 'onderdrukkers', 'voorbeeld', 'hiervan', 'lakaij', 'cochin', 'lambertus', 'commandant', 'schip', 'lakaij', 'schip', 'zodanig', 'mishandeld', 'wanhoop', 'knipmes', 'aanviel', 'vervolgens', 'zichzelf', 'buik', 'raad', 'justitie', 'cochin', 'jaar', 'arbeid', 'slaag', 'voc-schip', 'gerrit', 'wikimedia', 'commons', 'regelmatig', 'kwamen', 'gevangenen', 'verzet', 'schepen', 'waarmee', 'vervoerd', 'slavenopstanden', 'aankomst', 'zowel', 'azië', 'atlantisch', 'gebied', 'probeerden', 'slaafgemaakten', 'ruimte', 'vinden', 'zoveel', 'mogelijk', 'eigen', 'leven', 'zelfs', 'continue', 'dreiging', 'geweld', 'streden', 'behoud', 'eigen', 'gebruiken', 'muziek', 'verhalen', 'meenamen', 'vanuit', 'afrika', 'gedwongen', 'transport', 'indische']"
a3c556a4:00389,"['nederlandse', 'slaveneigenaren', 'doodsbang', 'soort', 'uitingen', 'onafhankelijkheid', 'vaardigden', 'strenge', 'regels', 'vrijheid', 'zelfstandige', 'ontwikkeling', 'plantage', 'palmeneribo', 'amsterdamse', 'bestuurder', 'jonas', 'witsen', 'net', 'nieuwe', 'eigenaar', 'geworden', 'liet', 'geromantiseerde', 'voorstelling', 'vanuit', 'koloniale', 'dirk', 'rijksmuseum', 'opstand', 'plantage', 'palmeneribo', 'broers', 'wally', 'bartham', 'leiders', 'slavenopstand', 'plantage', 'palmeneribo', 'jonas', 'witsen', 'telg', 'invloedrijke', 'amsterdamse', 'familie', 'witsen', 'jaar', 'eigenaar', 'geworden', 'legde', 'vanuit', 'amsterdam', 'meteen', 'strengere', 'regels', 'doel', 'productie', 'moesten', 'slaafgemaakten', 'voortaan', 'zaterdag', 'doorwerken', 'mochten', 'bootjes', 'surinamerivier', 'varen', 'plantages', 'leidde', 'broers', 'vluchtten', 'mannen', 'jungle', 'onmogelijk', 'bleek', 'keerden', 'werden', 'hard', 'broers', 'werden', 'ter', 'dood', 'langzaam', 'moesten', 'verbrand', 'gloeiende', 'nijptangen', 'geknepen', 'dood', 'erop', 'daarna', 'moesten', 'hoofden', 'duidelijk', 'zichtbaar', 'stokken', 'bartham', 'kreeg', 'bekentenis', 'broers', 'ondergingen', 'gruwelijke', 'slavenopstand', 'berbice', 'vond', 'grote', 'opstand', 'plaats', 'kolonie', 'leiding', 'slaafgemaakte', 'kolonie', 'moment', 'bestuurd', 'sociëteit', 'opgericht', 'amsterdamse', 'eerste', 'seerde', 'opstand', 'slaafgemaakten', 'overheersers', 'moment', 'woonden', 'gevangengenomen', 'afrikanen', 'berbice', 'bijna', 'tegenover', 'kleine']"
a3c556a4:00390,"['bang', 'probeerden', 'nederlanders', 'slaafgemaakten', 'strenge', 'duim', 'straffen', 'afschrikwekkend', 'voorbeeld', 'dag', 'overmeesterden', 'gemaakten', 'witte', 'opzichter', 'vermoordden', 'huis', 'plantagehouder', 'alle', 'wapens', 'konden', 'daarmee', 'vluchtten', 'oerwouden', 'cuffy', 'laatste', 'zetje', 'nodig', 'trok', 'groep', 'plantage', 'overal', 'veroverden', 'wapens', 'sloten', 'slaafgemaakten', 'hen', 'europeanen', 'werden', 'nederlandse', 'kolonisten', 'stonden', 'soldaten', 'machteloos', 'tegenover', 'inmiddels', 'opstandige', 'monument', 'cuffy', 'ontworpen', 'philip', 'david', 'flickr', 'cuffy', 'veroverde', 'heel', 'berbice', 'riep', 'zichzelf', 'nieuwe', 'deed', 'nederlanders', 'afschaffing', 'slavernij', 'berbice', 'eerlijke', 'verdeling', 'helft', 'helft', 'opstandelingen', 'vonden', 'cuffy', 'daarmee', 'verzoenend', 'ontstond', 'intern', 'nederlanders', 'vonden', 'voorstel', 'cuffy', 'hoorden', 'wachtten', 'expres', 'hadden', 'tijd', 'versterking', 'interne', 'verzet', 'cuffy', 'steeds', 'sterker', 'resulteerde', 'onderlinge', 'cuffy', 'verloor', 'pleegde', 'daarop', 'tien', 'maanden', 'begin', 'opstand', 'heroverden', 'nederlanders', 'kwamen', 'afrikanen', 'loop', 'vier', 'executiedagen', 'vermoordden', 'kolonisten', 'mannen', 'vrouwen', 'gruwelijke', 'tula-opstand', 'curaçao', 'tula', 'slaaf', 'gemaakte', 'man', 'curaçao', 'protesteerde', 'onrecht', 'slavernij', 'streefde', 'vrijheid', 'augustus', 'legde', 'samen', 'tientallen', 'slaaf', 'gemaakten', 'werk']"
a3c556a4:00391,"['begin', 'grootste', 'slavenopstand', 'amok', 'opvallende', 'manier', 'verzet', 'maken', 'woord', 'stamt', 'waarschijnlijk', 'af', 'javaanse', 'vrij', 'vertaald', 'betekent', 'slecht', 'amok', 'leek', 'spontane', 'waarbij', 'slaafgemaakte', 'gewelddadig', 'heen', 'begon', 'slaan', 'terwijl', 'vorm', 'collectief', 'waarbij', 'groep', 'slaafgemaakten', 'gezamenlijk', 'amok', 'riep', 'opstand', 'voorbeeld', 'hiervan', 'muiterij', 'schip', 'waar', 'roepen', 'amok', 'aziatische', 'gevangenen', 'scheepslieden', 'gezamenlijk', 'schip', 'ooit', 'nederlandse', 'tweeduizend', 'mensen', 'trokken', 'kwamen', 'terecht', 'gewapende', 'strijd', 'koloniale', 'leger', 'uiteindelijk', 'tula', 'gruwelijke', 'wijze', 'opstand', 'zorgde', 'ervoor', 'omstandigheden', 'plantages', 'zondag', 'vrije', 'tula', 'uitgeroepen', 'nationale', 'held', 'ieder', 'jaar', 'augustus', 'tula-opstand', 'tegenreacties', 'geslaagde', 'opstand', 'soms', 'slaagde', 'zoals', 'haïtiaanse', 'revolutie', 'franse', 'kolonie', 'leidde', 'zwarte', 'republiek', 'soort', 'gebeurtenissen', 'zetten', 'systeem', 'slavernij', 'grote', 'leidde', 'kort', 'bataafse', 'nederland', 'nieuwe', 'grondwet', 'bespraken', 'leden', 'nationale', 'vergadering', 'afschaffing', 'slavernij', 'daarin', 'plek', 'moeten', 'minderheid', 'vond', 'slavernij', 'snel', 'mogelijk', 'moest', 'meerderheid', 'wees', 'angstvallig', 'voorbeeld', 'saint', 'elke', 'suggestie', 'emancipatie', 'leiden', 'opstand', 'slavernij', 'bleef', 'vlucht', 'vanaf', 'plantage', 'palmeneribo', 'jaar', 'opstand', 'plantage', 'witsen', 'situatie', 'marrons', 'sterk', 'vielen', 'marrons', 'plantage', 'palmeneribo']"
a3c556a4:00392,"['directeur', 'smid', 'twee', 'slaafgemaakten', 'trouw', 'baas', 'misschien', 'weerstand', 'boden', 'werden', 'marrons', 'plunderden', 'vernielden', 'plantage', 'bijna', 'alle', 'slaafgemaakten', 'gingen', 'marrons', 'mee', 'bos', 'inmiddels', 'hadden', 'minstens', 'dorpen', 'gebouwd', 'waarschijnlijk', 'situatie', 'onhoudbaar', 'kolonisten', 'verdrag', 'sloten', 'adyáko', 'benti', 'leider', 'deel', 'kregen', 'vrijheid', 'gebieden', 'ver', 'marrons', 'manier', 'verzet', 'proberen', 'ontsnappen', 'vluchtpogingen', 'slaafgemaakten', 'plantage', 'palmeneribo', 'suriname', 'mislukten', 'bijna', 'onmogelijk', 'alleen', 'klein', 'groepje', 'degenen', 'wel', 'succesvol', 'stichtten', 'oerwouden', 'binnenland', 'eigen', 'werden', 'marrons', 'woord', 'afgeleid', 'spaanse', 'woord', 'oorspronkelijk', 'weggelopen', 'later', 'marronage', 'voc-gebieden', 'marronage', 'kennen', 'vooral', 'voc-gebieden', 'kwamen', 'marrongemeenschappen', 'banda', 'ceylon', 'zuid-', 'java', 'vele', 'manieren', 'waarop', 'voc', 'probeerde', 'voorkomen', 'slaafgemaakten', 'mensen', 'verschillende', 'gebieden', 'bevolkingsgroepen', 'zodat', 'minder', 'samenhang', 'vertrouwen', 'tussen', 'slaafgemaakten', 'staat', 'nieuwe', 'sociale', 'netwerken', 'bouwen', 'elkaar', 'helpen', 'verzet', 'marrongemeenschappen', 'suriname', 'groeiden', 'gestaag', 'slaagden', 'steeds', 'vaker', 'anderen', 'helpen', 'ontsnappen', 'plantages']"
a3c556a4:00393,"['nederlandse', 'verdediging', 'hiertegen', 'bleef', 'plantage-eigenaren', 'sociëteit', 'suriname', 'elkaar', 'ruzieden', 'kosten', 'verdediging', 'plantages', 'moest', 'gewapende', 'marron', 'tropenmuseum', 'kritiek', 'debat', 'nederland', 'eeuwen', 'daadwerkelijke', 'afschaffing', 'nederland', 'amsterdam', 'regelmatig', 'slavernij', 'diverse', 'predikanten', 'spraken', 'gelijkheid', 'vroege', 'voorbeelden', 'zoals', 'leidse', 'dominee', 'festus', 'hommius', 'dominee', 'udemans', 'bergen', 'zoom', 'vele', 'kritische', 'teksten', 'slavernij', 'circuleerden', 'amsterdamse', 'nederlandse', 'intellectuele', 'slaafgemaakten', 'amsterdam', 'werden', 'overigens', 'discussie', 'brieven', 'koloniën', 'bijzondere', 'collectie', 'brieven', 'eeuw', 'beeld', 'geeft', 'gewone', 'amsterdammers', 'wisten', 'informatie', 'brieven', 'lagen', 'schepen', 'engelse', 'kapers', 'werden', 'schreef', 'samuel', 'thierrij', 'ouders', 'amsterdam', 'goed', 'ging', 'surinaamse', 'plantage', 'waar', 'suikerproductie', 'verliep', 'zoveel', 'verbouwd', 'mogelijk', 'slaven', 'soo', 'klijn', 'groot', 'ende', 'koe', 'eén', 'net', 'kolonie', 'zelfs', 'zeer', 'vertelde', 'dag', 'ervoor', 'twee', 'slaven', 'gegeseld', 'werden', 'gebrandmerkt', 'hen', 'oren', 'werden', 'gebeurde', 'hen', 'toe', 'gesproken', 'zulke', 'expliciete', 'beschrijvingen', 'invloed', 'verlichting', 'vanaf', 'tweede', 'helft', 'eeuw', 'speelde', 'verlichting', 'verlichting', 'stroming', 'vond', 'wetenschap', 'logisch', 'nadenken', 'centraal', 'zouden', 'moeten', 'plaats', 'geloof', 'traditionele', 'verlichting', 'kwamen', 'modernere', 'ideeën', 'voort', 'gelijkheid']"
a3c556a4:00394,"['denkers', 'voltaire', 'diderot', 'vonden', 'nederlanders', 'koloniën', 'achterlijke', 'slavendrijvers', 'wrede', 'handelswijze', 'vrome', 'praatjes', 'verlichtingsdebat', 'tijd', 'nederland', 'blijkt', 'woorden', 'oorspronkelijk', 'hongaarse', 'plantage-eigenaar', 'salontha', 'salonthay', 'jaren', 'suriname', 'rond', 'verhuisde', 'salonthay', 'stelde', 'via', 'krant', 'blanken', 'suriname', 'sonder', 'slaaven', 'vond', 'eigen', 'zeggen', 'werkte', 'regelmatig', 'slaafgemaakten', 'probleem', 'volgens', 'meeste', 'kolonisten', 'suriname', 'wentelden', 'poel', 'verkwisting', 'bedrieglijke', 'schulden', 'daarom', 'nooit', 'slaafgemaakten', 'zouden', 'predikant', 'activist', 'wolter', 'robert', 'hoëvell', 'leeftijd', 'predikant', 'uitgezonden', 'slavernij', 'aantrof', 'schreef', 'neêrlands-indië', 'bestaat', 'altoos', 'eene', 'klasse', 'christenstaat', 'menschlievend', 'bestuur', 'gruwel', 'ontwikkelde', 'ruim', 'tien', 'jaar', 'nadat', 'kolonie', 'schreef', 'hoëvell', 'gouverneur-generaal', 'nederlands-indië', 'jan', 'jacob', 'rochussen', 'dringende', 'verzoek', 'algehele', 'afschaffing', 'slavernij', 'jaar', 'later', 'actie', 'schreef', 'hoëvell', 'boek', 'datzelfde', 'jaar', 'gouvernementele', 'berisping', 'kolonie', 'later', 'kwam', 'liberalen', 'nederlands', 'parlement', 'probeerde', 'via', 'weg', 'slavernij', 'af', 'daarin', 'gewerkt', 'conservatieven', 'lobby', 'vanuit', 'amsterdamse']"
a3c556a4:00395,"['redenen', 'angst', 'slavernij', 'oosten', 'afgeschaft', 'roep', 'afschaffing', 'westelijke', 'koloniën', 'sterker', 'terwijl', 'verdiend', 'plantages', 'wel', 'vond', 'salonthay', 'vormen', 'slavernij', 'gezien', 'midden-', 'oost-europa', 'erger', 'slavernij', 'veelgehoord', 'soms', 'zelfs', 'verder', 'stelde', 'bijbel', 'slavernij', 'zolang', 'goed', 'merken', 'salontay', 'beïnvloed', 'hetzelfde', 'epistel', 'spreekt', 'natuurlyke', 'zugt', 'alle', 'redelyke', 'gevolgelyk', 'slaaven', 'toneelstukken', 'amsterdamse', 'theatergezelschappen', 'voerden', 'vanaf', 'tweede', 'helft', 'eeuw', 'regelmatig', 'stukken', 'waarin', 'kritiek', 'slavernij', 'voren', 'daarin', 'vrij', 'stereotypen', 'idee', 'slavernij', 'azië', 'vooral', 'aard', 'waarbij', 'slaafgemaakten', 'bedienden', 'rijke', 'gezinnen', 'terug', 'vinden', 'toneelstuk', 'kraspoekol', 'dirk', 'toneelstukken', 'slavernij', 'noord-', 'zuid-amerika', 'boden', 'publiek', 'naast', 'kritiek', 'slavernij', 'denigrerende', 'racistische', 'weergaven', 'gespeeld', 'witte', 'acteurs', 'lachers', 'hand', 'moesten', 'afschaffing', 'geschiedenis', 'groeiende', 'kritiek', 'slavernij', 'uiteindelijke', 'afschaffing', 'tweede', 'helft', 'eeuw', 'eenvoudig', 'verhaal', 'voortschrijdend', 'inzicht', 'triomf', 'moraal', 'leden', 'amsterdamse', 'politieke', 'economische', 'elite', 'bleven', 'eeuw', 'verzetten', 'vrijmaken', 'elite', 'spande', 'bovendien', 'voormalige', 'slaafgemaakten', 'koloniën', 'afschaffing', 'slavernij', 'ondergeschikte', 'positie']"
a3c556a4:00396,"['compromis', 'azië', 'start', 'afschaffing', 'nederlandse', 'slavernij', 'bestond', 'vanaf', 'januari', 'slavernij', 'afgeschaft', 'oostelijke', 'alléén', 'direct', 'nederlands', 'bestuur', 'daardoor', 'gold', 'afschaffing', 'direct', 'grote', 'eilanden', 'zoals', 'sumatra', 'bestuurd', 'werden', 'lokale', 'vorsten', 'kleine', 'schaal', 'alleen', 'nederlands', 'bekend', 'waardoor', 'uiteindelijk', 'slechts', 'tienduizenden', 'gemaakten', 'werden', 'daarbij', 'ontving', 'gemiddeld', 'gulden', 'per', 'slaaf', 'compensatie', 'voormalig', 'slaafgemaakten', 'kregen', 'bewerking', 'muskaatnoten', 'gedwongen', 'arbeiders', 'perk', 'kort', 'afschaffing', 'rijksmuseum', 'sommige', 'plaatsen', 'zorgde', 'slavernij', 'zelfs', 'hogere', 'winsten', 'europese', 'banda-', 'onteigening', 'slaven', 'konden', 'schulden', 'monopolie', 'voc', 'muskaat', 'foelie', 'waardoor', 'kolonisten', 'konden', 'gaan', 'voldoende', 'hoefden', 'nieuwe', 'vormen', 'dwangarbeid', 'uitbuiting', 'contract-', 'gevangenenarbeid', 'nederlandsche', 'handel-', 'maatschappij', 'verscheping', 'veilingen', 'handelswaar', 'cultuurstelsel', 'geproduceerd', 'kwamen', 'handen', 'nederlandsche', 'handel-', 'maatschappij', 'oprichting', 'nhm', 'kochten', 'amsterdammers', 'samen', 'inkomsten', 'kolonisten', 'bereikte', 'totale', 'opbrengst', 'plantages', 'miljoen', 'gulden', 'miljoen', 'gebouw', 'bazel', 'nhm', 'staat', 'steeds', 'stadsarchief']"
a3c556a4:00397,"['cultuurstelsel', 'voerde', 'hoofd', 'bestuur', 'johannes', 'den', 'cultuurstelsel', 'hield', 'inheemse', 'bevolking', 'oogst', 'moest', 'afstaan', 'nederlandse', 'systeem', 'kwam', 'vooral', 'java', 'nederlanders', 'bepaalden', 'bevolking', 'moest', 'indigo', 'kregen', 'oogst', 'wel', 'nederlandsche', 'handel-maatschappij', 'verkocht', 'producten', 'vervolgens', 'hogere', 'prijs', 'winst', 'kwam', 'terecht', 'nederlandse', 'cultuurstelsel', 'hield', 'pas', 'geleidelijke', 'afschaffing', 'nieuwe', 'vormen', 'dwangarbeid', 'stilte', 'rond', 'afschaffing', 'slavernij', 'nederlands-indië', 'komt', 'mede', 'doordat', 'vormen', 'gedwongen', 'arbeid', 'plaats', 'slavernij', 'grotendeels', 'zoals', 'corvee', 'herendiensten', 'termen', 'zoals', 'houtkappen', 'grachten', 'vervolgens', 'bestond', 'jaar', 'vóór', 'jaar', 'officiële', 'afschaffing', 'slavernij', 'vorm', 'dwang', 'acties', 'nederland', 'slavernij', 'zuid-amerika', 'caraïbische', 'eilanden', 'kwamen', 'halverwege', 'eeuw', 'publiekscampagnes', 'nederland', 'zoals', 'lezingen', 'oproepen', 'slaafvrije', 'suiker', 'later', 'europese', 'engeland', 'frankrijk', 'hadden', 'slavernij', 'nadat', 'nederlandse', 'vertaling', 'uncle', 'cabin', 'bestseller', 'toneel', 'uitgevoerd', 'tienduizenden', 'richtten', 'amsterdamse', 'jongeren', 'jongelings-', 'genootschap', 'ter', 'afschaffing', 'slavernij', 'voorvechters', 'afschaffing', 'werden', 'abolitionisten', 'anna', 'bergendahl', 'amsterdamse', 'abolitionist', 'anna', 'bergendahl', 'zette', 'hart', 'ziel', 'emancipatie', 'richtte', 'samen', 'zus', 'charlotte', 'dames-comité', 'amsterdam', 'ter', 'bevordering', 'afschaffing', 'slavernij', 'suriname']"
a3c556a4:00398,"['eerste', 'jaar', 'wierf', 'comité', 'leden', 'contributie', 'waaronder', 'burgemeester', 'cornelis', 'anna', 'bergendahl', 'vrij', 'paternalistische', 'bevrijdde', 'mensen', 'bedrag', 'waarmee', 'mensen', 'vrijkocht', 'gift', 'lening', 'abolitionisten', 'zendelingen', 'zeiden', 'mensen', 'vrij', 'konden', 'zegt', 'visie', 'vrijheid', 'moest', 'betaald', 'slachtoffers', 'degenen', 'vóór', 'slavernij', 'hing', 'lening', 'jaren', 'volledige', 'afschaffing', 'molensteen', 'verzet', 'afschaffing', 'afschaffing', 'slavernij', 'suriname', 'antillen', 'stond', 'nederlandse', 'staat', 'voorop', 'plantages', 'winst', 'bleven', 'amsterdamse', 'belanghebbenden', 'hielden', 'succesvolle', 'lobby', 'hoge', 'vergoedingen', 'per', 'vrijgemaakte', 'persoon', 'voormalige', 'slaafgemaakten', 'hierdoor', 'vertraagden', 'afschaffing', 'stuurden', 'amsterdamse', 'plantage-', 'eigenaar', 'bosch', 'reitz', 'tientallen', 'amsterdamse', 'belanghebbenden', 'petitie', 'leden', 'tweede', 'stond', 'punt', 'historische', 'besluit', 'nemen', 'slavernij', 'nederlandse', 'koloniën', 'suriname', 'caraïbisch', 'gebied', 'af', 'amsterdamse', 'aandeelhouders', 'surinaamse', 'caraïbische', 'plantages', 'zagen', 'schending', 'eigendomsrecht', 'eisten', 'redeneerden', 'bezit', 'slaven', 'eeuwen', 'heen', 'staat', 'kerk', 'erkend', 'onrechtvaardig', 'plotseling', 'zedeloos', 'inhumaan', 'afschaffing', 'caraïbisch', 'gebied', 'uiteindelijke', 'voorstel', 'afschaffing', 'aangenomen', 'juli']"
a3c556a4:00399,"['regelde', 'alleen', 'formele', 'vrijheid', 'financiële', 'compensatie', 'voormalige', 'immigratie', 'nieuwe', 'arbeiders', 'ingang', 'juli', 'suriname', 'kregen', 'gulden', 'per', 'slaafgemaakte', 'waarde', 'ongeveer', 'sint', 'eustatius', 'saba', 'gulden', 'sint', 'maarten', 'overal', 'surinaamse', 'rivieren', 'voeren', 'bootjes', 'mensen', 'vertrokken', 'soms', 'alleen', 'verhuizen', 'gevoel', 'vrijheid', 'dezelfde', 'reden', 'kochten', 'mensen', 'dagen', 'eerste', 'paar', 'tijdens', 'slavernij', 'verboden', 'schoenen', 'contractarbeid', 'afschaffing', 'gedwongen', 'arbeid', 'werden', 'zeventigduizend', 'mensen', 'vooral', 'toenmalig', 'brits-indië', 'nederlands-indië', 'contractarbeider', 'suriname', 'gebracht', 'werken', 'plantages', 'sommigen', 'kwamen', 'vrijwillig', 'anderen', 'werden', 'misleid', 'valse', 'kregen', 'laag', 'loon', 'werden', 'slecht', 'staatstoezicht', 'suriname', 'nederlanders', 'hadden', 'racistische', 'idee', 'slaafgemaakten', 'eerst', 'opgevoed', 'moesten', 'voordat', 'vrije', 'mensen', 'konden', 'liberaal', 'parlementslid', 'duymaer', 'twist', 'zei', 'gemaakte', 'slaven', 'zouden', 'willen', 'zoodanige', 'prikkel', 'buiten', 'af', 'des', 'noods', 'gedwongen', 'arbeiden', 'wildernis', 'standpunt', 'beschaving', 'ontwikkeling', 'staat', 'vrij', 'zelfstandig', 'mensch', 'vrijheid', 'misbruik', 'regering', 'nam', 'manier', 'redeneren', 'ontstond', 'afschaffing', 'moesten', 'voormalig', 'slaafgemaakten', 'jaar', 'plantages', 'blijven', 'tekenden', 'hiervoor', 'verplicht', 'contract', 'kregen', 'fooi', 'beetje', 'loon', 'werden', 'allerlei', 'bedragen']"
a3c556a4:00400,"['moesten', 'werkkleding', 'eten', 'voormalige', 'weigerden', 'opgelegde', 'regeling', 'houden', 'verlieten', 'eerder', 'pas', 'tien', 'jaar', 'plantage', 'voormalige', 'amsterdamse', 'lobby', 'eerder', 'genoemde', 'familie', 'bosch', 'reitz', 'bezat', 'plantages', 'honderden', 'slaafgemaakten', 'ontving', 'rond', 'gulden', 'waarde', 'ongeveer', 'miljoen', 'lobby', 'amsterdamse', 'belanghebbenden', 'stem', 'slaafgemaakten', 'nooit', 'amsterdamse', 'haagse', 'elite', 'ingestemd', 'compensatie', 'plantage-eigenaren', 'terwijl', 'lege', 'handen', 'werden', 'gedwongen', 'jaar', 'langer', 'plantages', 'overigens', 'werden', 'compensatiegelden', 'bewust', 'verzwegen', 'gevoel', 'vrijheid', 'ondanks', 'voormalige', 'slaafgemaakten', 'beroerd', 'vanaf', 'vierden', 'eerste', 'dagen', 'juli', 'anderhalve', 'eeuw', 'geleden', 'staatstoezicht', 'suriname', 'ophield', 'bestaan', 'daarmee', 'definitief', 'einde', 'kwam', 'amsterdamse', 'rol', 'slavernij', 'culturele', 'economische', 'verhoudingen', 'veranderden', 'zomaar', 'indonesië', 'bleef', 'nederlandse', 'suriname', 'pas', 'hele', 'surinaamse', 'economie', 'bleef', 'eeuw', 'afschaffing', 'slavernij', 'ingericht', 'belangen', 'sociale', 'hiërarchie', 'stonden', 'witte', 'nederlanders', 'bovenaan', 'racistische', 'denkbeelden', 'bleven', 'vrijwel', 'alle', 'voormalig', 'koloniale', 'gebieden', 'geldt', 'steeds', 'lichter', 'iemands', 'beter', 'kansen', 'nazaten', 'amsterdam', 'tweede', 'wereldoorlog', 'kwamen', 'geleidelijk', 'surinamers', 'studeren', 'hen', 'nazaten', 'slaafgemaakte', 'onafhankelijkheid', 'suriname', 'kregen', 'surinamers', 'nederlandse', 'nationaliteit', 'houden', 'surinaamse', 'nationaliteit', 'krijgen', 'velen', 'kozen', 'nederland', 'grote', 'groep', 'vestigde', 'name', 'gloednieuwe', 'nederlands-indië', 'kwamen', 'tweede', 'wereldoorlog', 'rondom', 'onafhankelijkheid', 'grote', 'groepen', 'mensen']"
a3c556a4:00401,"['grootste', 'groep', 'vestigde', 'den', 'amsterdam', 'ontstond', 'indische', 'eerste', 'grote', 'groep', 'bestond', 'europese', 'vader', 'indonesische', 'totoks', 'nederlandse', 'één', 'generaties', 'nederlands-indië', 'hadden', 'groepen', 'daarna', 'kwamen', 'diverser', 'werden', 'automatisch', 'indische', 'gemeenschap', 'verzwegen', 'verleden', 'komst', 'mensen', 'voormalige', 'koloniën', 'bracht', 'meteen', 'maatschappelijk', 'debat', 'gang', 'misdaden', 'lange', 'tijd', 'koloniale', 'verleden', 'nederland', 'geschiedenisboeken', 'leerden', 'kinderen', 'bijbehorende', 'zeehelden', 'handelden', 'dacht', 'slavernij', 'meestal', 'beschreven', 'vrij', 'onbelangrijk', 'aspect', 'ver', 'tragische', 'amsterdam', 'slavernijgeschiedenis', 'jarenlang', 'gezien', 'ver', 'weg', 'overzee', 'los', 'stond', 'grote', 'verhaal', 'geschiedenis', 'verteld', 'amsterdamse', 'elite', 'langdurig', 'grootschalig', 'profiteerde', 'wereldwijde', 'slavenhandel', 'zien', 'wekkende', 'geschiedenis', 'daarin', 'slavernij', 'zelfs', 'meest', 'recente', 'uitgave', 'slechts', 'aantal', 'kort', 'land', 'mensen', 'koesterden', 'sommigen', 'steeds', 'bovendien', 'graag', 'beeld', 'nederland', 'tolerant', 'waar', 'discriminatie', 'basis', 'ras', 'daarbij', 'past', 'benadering', 'geschiedenis', 'waarin', 'slavernij', 'hooguit', 'betekenis', 'marge', 'slavernij', 'lange', 'tijd', 'vooral', 'gezien', 'thema', 'afro-caraïbische', 'nederlanders', 'hoorde', 'verleden', 'suriname', 'belangrijk', 'onderdeel', 'geschiedenis', 'alle', 'jarenlang', 'vond', 'pleidooi', 'publieke', 'erkenning', 'slavernij', 'lange', 'tijd', 'koloniale', 'slavernij-', 'verleden', 'nederland']"
